"pathway"	"Adults1_NEG_F"	"Adults1_POS_F"	"Adults1_NEG_M"	"Adults2_NEG_F"	"Adults2_NEG_M"	"Adults2_POS_F"	"Adults2_POS_M"	"Adults3_NEG_F"	"Adults3_NEG_M"	"Adults3_POS_M"	"Adults3_POS_F"
"M2"	0.343925530934284	0.380387637384252	-0.289968089078044	0.206968751417968	-0.314766799162266	-0.173219662768123	-0.277097693465152	0.229165221657858	-0.247799786084298	0.171219413560873	-0.366464762501109
"M3"	0.216930857394627	0.291845117990205	0.2154040748525	0.159398827512398	0.329135248357707	-0.168319524155498	0.187157278936349	-0.553679764760036	-0.347118955101383	-0.179390054832814	0.211096174594825
"M4"	0.155472318279977	0.172780132615333	-0.209567816197147	-0.153462805915909	0.298188268262422	-0.203041121451893	0.251695473443986	-0.273855702442358	-0.390604917377247	0.215441833789611	0.400599113581711
"M5"	-0.191086185601118	-0.308026748508491	0.341325700367685	-0.534080872519124	0.143124559015965	-0.342579433008259	0.533575324583913	0.192630458327059	0.668316011713158	-0.4699914086773	0.177991498331449
"M6"	0.285105880024696	0.387956148891044	0.269861132386184	-0.161959654795446	0.141281530218321	-0.21589138775423	-0.15309804515102	-0.133288657600129	-0.337657473455782	0.204245076543609	-0.364657027158
"M7"	0.379728669889811	0.369286310630645	0.23606390498301	-0.342616061795455	0.238062931528684	-0.193313512501347	0.302504553490723	-0.284690027415921	-0.441204888665673	0.33001579325884	-0.331241397354424
"Not.Correlated"	0.306473656904263	0.287702626891536	0.309837409535028	0.333680597643693	0.251382092619068	-0.337730158194666	-0.181529393795446	-0.203012004534923	-0.311111114373316	0.159070427781081	-0.335861062778229
