"pathway"	"Adults1_NEG_F"	"Adults1_POS_F"	"Adults1_NEG_M"	"Adults2_NEG_F"	"Adults2_NEG_M"	"Adults2_POS_F"	"Adults2_POS_M"	"Adults3_NEG_F"	"Adults3_NEG_M"	"Adults3_POS_M"	"Adults3_POS_F"
"M2"	1.48667942817809	1.8369273895763	NA	NA	-1.82056711139043	-0.943927927320095	NA	NA	-1.25715285841338	NA	-2.12799979310123
"M3"	0.935574882845028	1.40648633662328	0.948170513109851	NA	1.64132232113308	-0.912420114169153	0.687477532996567	-2.20167602161574	-1.74530539218122	-0.812177920141684	1.11964115835483
"M4"	0.668646464307048	0.828645774045043	-1.19252126146598	-0.600991154270184	1.47556823345536	-1.08413375422553	0.921708068817536	-1.08221227300566	-1.94889869858207	NA	2.09893968771684
"M5"	-1.0375679798131	-1.79204963713186	1.47378575811307	-2.07725432654255	0.690922679251875	-1.77412231283751	1.93824955546884	NA	3.59711116521995	-2.09053323530448	0.901786394575782
"M6"	1.14270464157192	1.7027882588094	1.10986269161149	-0.617705238165999	0.637758534496549	-1.03487913563048	-0.768907667116453	-0.506298732982402	-1.52692327150627	1.13571251757239	-1.86788520045005
"M7"	1.46549770303051	1.57559268146835	0.938466234864517	-1.27476293487423	1.03798138196743	-0.888351420907397	1.04967575253533	-1.06309333394054	-1.92278411187284	1.74767002506407	-1.6101981705264
"Not.Correlated"	1.06024565936921	1.06000875077476	1.10911679525388	1.52630672230776	0.951803679961467	-1.33932174453526	-0.721258500298869	-0.679105273575726	-1.1767881661529	0.703418966256432	-1.42001288516172
