"Module"	"Gene1"	"Gene2"
"M1"	"F5"	"RAB34"
"M1"	"F5"	"INA"
"M1"	"F5"	"NRARP"
"M1"	"F5"	"POU2F1"
"M1"	"F5"	"EHD3"
"M1"	"F5"	"CES1"
"M1"	"F5"	"BPIFA1"
"M1"	"F5"	"RRM2"
"M1"	"F5"	"HTR1D"
"M1"	"F5"	"EIF3K"
"M1"	"F5"	"DTX2"
"M1"	"F5"	"APOBEC3G"
"M1"	"F5"	"COMMD6"
"M1"	"F5"	"SPI1"
"M1"	"F5"	"BRD7"
"M1"	"F5"	"WNT3A"
"M1"	"F5"	"ZNF682"
"M1"	"F5"	"MARK3"
"M1"	"F5"	"RAPH1"
"M1"	"F5"	"EPHA3"
"M1"	"F5"	"SCAMP3"
"M1"	"F5"	"NR2F2"
"M1"	"F5"	"RPS20"
"M1"	"F5"	"CCDC120"
"M1"	"ELOVL3"	"CSPG4"
"M1"	"ELOVL3"	"PTP4A1"
"M1"	"ELOVL3"	"CST7"
"M1"	"GNAS"	"SLC6A12"
"M1"	"FNTB"	"SAA1"
"M1"	"PDHX"	"ADAM19"
"M1"	"LAS1L"	"BEST1"
"M1"	"TUBB2A"	"EGR2"
"M1"	"CDKN3"	"C7"
"M1"	"SYNGAP1"	"SEMG1"
"M1"	"TBR1"	"JOSD1"
"M1"	"TBR1"	"TIAM1"
"M1"	"TBR1"	"A1BG"
"M1"	"TBR1"	"MYO1G"
"M1"	"TBR1"	"ATP13A1"
"M1"	"TBR1"	"HOPX"
"M1"	"TBR1"	"LAD1"
"M1"	"TBR1"	"GOLGA7"
"M1"	"MED7"	"NFE2"
"M1"	"PCGF1"	"CXCR4"
"M1"	"IL6"	"PRKAB2"
"M1"	"IL6"	"PTP4A1"
"M1"	"IL6"	"SIPA1L3"
"M1"	"IL6"	"RIC8A"
"M1"	"IL6"	"DGCR14"
"M1"	"IL6"	"SFTPC"
"M1"	"IL6"	"ASB17"
"M1"	"OVOL1"	"FOLR3"
"M1"	"OVOL1"	"NFE2"
"M1"	"SASH1"	"FOLR3"
"M1"	"SASH1"	"TENM1"
"M1"	"HECTD1"	"PLAUR"
"M1"	"HECTD1"	"EGR2"
"M1"	"HECTD1"	"NAV3"
"M1"	"OLFML3"	"UTS2"
"M1"	"KLHL13"	"ALDH1A2"
"M1"	"KLHL13"	"PDE2A"
"M1"	"PPP1R27"	"KRT27"
"M1"	"FOXO1"	"CAMK2A"
"M1"	"NCF1"	"SLC22A12"
"M1"	"NCF1"	"SNRNP27"
"M1"	"NCF1"	"TRIO"
"M1"	"NCF1"	"TCF21"
"M1"	"NCF1"	"AHRR"
"M1"	"NCF1"	"SEC13"
"M1"	"NCF1"	"MCM5"
"M1"	"NCF1"	"RRAS"
"M1"	"NCF1"	"NRARP"
"M1"	"NCF1"	"MRGBP"
"M1"	"NCF1"	"PTTG1"
"M1"	"NCF1"	"MCFD2"
"M1"	"NCF1"	"CYP2C19"
"M1"	"NCF1"	"ERVFRD-1"
"M1"	"MAP2K3"	"PLEK"
"M1"	"TNFSF11"	"PTP4A1"
"M1"	"TNFSF11"	"VPS37D"
"M1"	"TNFSF11"	"TMEM132C"
"M1"	"TNFSF11"	"NEDD4L"
"M1"	"TNFSF11"	"DHRS13"
"M1"	"TNFSF11"	"KIAA0408"
"M1"	"TNFSF11"	"CYP4X1"
"M1"	"TNFSF11"	"RBM4B"
"M1"	"NELFB"	"UTY"
"M1"	"NELFB"	"FOLR3"
"M1"	"MARCO"	"GIT1"
"M1"	"MARCO"	"ALAS1"
"M1"	"MARCO"	"RASGRF2"
"M1"	"MARCO"	"ONECUT1"
"M1"	"MARCO"	"HFE"
"M1"	"MARCO"	"ARL13A"
"M1"	"MARCO"	"PTP4A1"
"M1"	"MARCO"	"EIF4B"
"M1"	"MARCO"	"HIGD1A"
"M1"	"MARCO"	"PLA2G4C"
"M1"	"CYTH4"	"SHD"
"M1"	"CYTH4"	"PTP4A1"
"M1"	"CYTH4"	"FNIP1"
"M1"	"TNFRSF11B"	"SLC6A12"
"M1"	"TNFRSF11B"	"NCAN"
"M1"	"SMARCD3"	"FOLR3"
"M1"	"SMARCD3"	"PCDH20"
"M1"	"GPSM3"	"RGS20"
"M1"	"GPSM3"	"NAV3"
"M1"	"PPP1R18"	"SEMG1"
"M1"	"PPP1R18"	"KRT27"
"M1"	"CARS"	"SLC6A12"
"M1"	"FPR1"	"CD22"
"M1"	"FPR1"	"UPK2"
"M1"	"FPR1"	"GJD4"
"M1"	"FPR1"	"PTP4A1"
"M1"	"FPR1"	"PID1"
"M1"	"FPR1"	"SRP68"
"M1"	"FPR1"	"RINT1"
"M1"	"FPR1"	"NPAS4"
"M1"	"FPR1"	"AOX1"
"M1"	"FPR1"	"STK33"
"M1"	"FPR1"	"ABCC8"
"M1"	"FPR1"	"ZHX1"
"M1"	"FPR1"	"ADAM10"
"M1"	"FPR1"	"DDX28"
"M1"	"FPR1"	"PTPRN2"
"M1"	"FPR1"	"TESK1"
"M1"	"FPR1"	"WEE1"
"M1"	"FPR1"	"SYS1"
"M1"	"ACVRL1"	"CR1"
"M1"	"MTMR7"	"SOCS2"
"M1"	"MTMR7"	"FOLR3"
"M1"	"DDX24"	"SLC6A2"
"M1"	"DDX24"	"CAMK2A"
"M1"	"DDX24"	"OLIG2"
"M1"	"ALDH1A2"	"GAB2"
"M1"	"ALDH1A2"	"WDR5B"
"M1"	"ALDH1A2"	"NOC2L"
"M1"	"ALDH1A2"	"GBF1"
"M1"	"ALDH1A2"	"OCRL"
"M1"	"ALDH1A2"	"STX12"
"M1"	"ALDH1A2"	"TAF12"
"M1"	"ALDH1A2"	"NMB"
"M1"	"ALDH1A2"	"ADNP"
"M1"	"ALDH1A2"	"KLC2"
"M1"	"ALDH1A2"	"SRSF9"
"M1"	"ALDH1A2"	"TM9SF1"
"M1"	"ALDH1A2"	"ADRB2"
"M1"	"ALDH1A2"	"MATK"
"M1"	"ALDH1A2"	"PTP4A1"
"M1"	"ALDH1A2"	"TOM1L1"
"M1"	"ALDH1A2"	"MAEA"
"M1"	"ALDH1A2"	"KCTD10"
"M1"	"ALDH1A2"	"MYCBP"
"M1"	"ALDH1A2"	"MRPS23"
"M1"	"ALDH1A2"	"NXF3"
"M1"	"ALDH1A2"	"KAT5"
"M1"	"ALDH1A2"	"LONP1"
"M1"	"ALDH1A2"	"IL6ST"
"M1"	"ALDH1A2"	"PIGG"
"M1"	"ALDH1A2"	"APOLD1"
"M1"	"ALDH1A2"	"MAPK1IP1L"
"M1"	"ALDH1A2"	"SLC51A"
"M1"	"TAF5L"	"PLEK"
"M1"	"CADPS"	"GSTM2"
"M1"	"CADPS"	"PTN"
"M1"	"CADPS"	"EBNA1BP2"
"M1"	"CADPS"	"SORBS2"
"M1"	"CADPS"	"TWSG1"
"M1"	"CADPS"	"ZBTB37"
"M1"	"CADPS"	"ANKRD50"
"M1"	"CADPS"	"CDH13"
"M1"	"ARID2"	"SLC6A12"
"M1"	"ARID2"	"DES"
"M1"	"STMN4"	"UTY"
"M1"	"STMN4"	"NNMT"
"M1"	"UBP1"	"FOLR3"
"M1"	"PCGF3"	"ITGB3"
"M1"	"SIK1"	"PLAU"
"M1"	"SIK1"	"EPHA4"
"M1"	"SIK1"	"CXCR2"
"M1"	"SIK1"	"ABCC4"
"M1"	"SIK1"	"ANKMY2"
"M1"	"SIK1"	"MB"
"M1"	"SIK1"	"MRPS25"
"M1"	"SIK1"	"TBC1D16"
"M1"	"SIK1"	"TEP1"
"M1"	"SIK1"	"PHACTR4"
"M1"	"SIK1"	"BTBD3"
"M1"	"SIK1"	"TAPBP"
"M1"	"SIK1"	"KLC2"
"M1"	"SIK1"	"C1QA"
"M1"	"SIK1"	"IVL"
"M1"	"SIK1"	"CDC25C"
"M1"	"SIK1"	"ERAS"
"M1"	"SIK1"	"PTP4A1"
"M1"	"SIK1"	"NCK1"
"M1"	"SIK1"	"RNF25"
"M1"	"SIK1"	"WIPF3"
"M1"	"SIK1"	"ADRB1"
"M1"	"SIK1"	"DNAJC5"
"M1"	"SIK1"	"RPS10"
"M1"	"SIK1"	"BCL6B"
"M1"	"SIK1"	"RBM4"
"M1"	"SIK1"	"AR"
"M1"	"SIK1"	"ACVR2B"
"M1"	"SIK1"	"BDNF"
"M1"	"SIK1"	"TEFM"
"M1"	"SIK1"	"SLC25A4"
"M1"	"SIK1"	"UBE2R2"
"M1"	"SIK1"	"LCOR"
"M1"	"SIK1"	"DCAF17"
"M1"	"SIK1"	"CNTFR"
"M1"	"SIK1"	"ZNF2"
"M1"	"SIK1"	"WDR26"
"M1"	"SIK1"	"LRRK2"
"M1"	"SIK1"	"PDLIM5"
"M1"	"SIK1"	"PCDH17"
"M1"	"SIK1"	"AHCY"
"M1"	"SIK1"	"LONP1"
"M1"	"SIK1"	"BRF2"
"M1"	"SIK1"	"AGXT"
"M1"	"SIK1"	"NLRP4"
"M1"	"SIK1"	"GABRA4"
"M1"	"SIK1"	"PTPRU"
"M1"	"SIK1"	"NOSIP"
"M1"	"SIK1"	"REN"
"M1"	"SIK1"	"LY6G6F"
"M1"	"SIK1"	"SOCS6"
"M1"	"SIK1"	"GPAA1"
"M1"	"SIK1"	"POLR3H"
"M1"	"SIK1"	"CACNA1C"
"M1"	"SIK1"	"OS9"
"M1"	"SIK1"	"DDX28"
"M1"	"SIK1"	"RB1"
"M1"	"SIK1"	"ARRB2"
"M1"	"SIK1"	"KRTAP12-1"
"M1"	"SIK1"	"ZBTB6"
"M1"	"SIK1"	"DNAJC6"
"M1"	"SIK1"	"DUSP19"
"M1"	"SIK1"	"ATG16L2"
"M1"	"GPSM1"	"KDM5D"
"M1"	"GPSM1"	"CTSG"
"M1"	"GPSM1"	"BCAN"
"M1"	"EME2"	"CASKIN1"
"M1"	"EME2"	"SLC22A16"
"M1"	"EME2"	"EGR2"
"M1"	"WIPF2"	"CAMK2A"
"M1"	"WIPF2"	"APBB1IP"
"M1"	"TUB"	"CXCR2"
"M1"	"TUB"	"TERT"
"M1"	"NUDT19"	"SLC6A12"
"M1"	"NUDT19"	"PTPRN"
"M1"	"CRAT"	"UTY"
"M1"	"CRAT"	"APBB1IP"
"M1"	"TRIM40"	"SLC6A12"
"M1"	"TRIM40"	"ZYX"
"M1"	"TRIM40"	"HSDL2"
"M1"	"TRIM40"	"WSB2"
"M1"	"TRIM40"	"DDIT4L"
"M1"	"TRIM40"	"PRF1"
"M1"	"TRIM40"	"FOLR3"
"M1"	"TRIM40"	"PTP4A1"
"M1"	"TRIM40"	"GC"
"M1"	"TRIM40"	"MLLT10"
"M1"	"TRIM40"	"PDIA4"
"M1"	"TRIM40"	"PIAS4"
"M1"	"TRIM40"	"ZBTB47"
"M1"	"TRIM40"	"POLA2"
"M1"	"TRIM40"	"NCL"
"M1"	"TRIM40"	"MUC6"
"M1"	"TRIM40"	"NNMT"
"M1"	"TRIM40"	"TTI1"
"M1"	"TRIM40"	"TRIM35"
"M1"	"TRIM40"	"EPHA3"
"M1"	"TRIM40"	"DLGAP2"
"M1"	"TRIM40"	"UBE2S"
"M1"	"TRIM40"	"MEI1"
"M1"	"TRIM40"	"MSH3"
"M1"	"TRIM40"	"C19orf54"
"M1"	"TRIM40"	"PAQR7"
"M1"	"TRIM40"	"CILP"
"M1"	"TRIM40"	"HNF1A"
"M1"	"TRIM40"	"BTN2A2"
"M1"	"TRIM40"	"MED8"
"M1"	"TRIM40"	"PTCH2"
"M1"	"TRIM40"	"APOPT1"
"M1"	"TRIM40"	"SIGLEC9"
"M1"	"TRIM40"	"NME6"
"M1"	"TRIM40"	"GNA15"
"M1"	"TRIM40"	"ANP32A"
"M1"	"TRIM40"	"GULP1"
"M1"	"TRIM40"	"SEC61A1"
"M1"	"TRIM40"	"BCAS1"
"M1"	"TRIM40"	"CCDC124"
"M1"	"TRIM40"	"NAMPT"
"M1"	"TRIM40"	"MTM1"
"M1"	"TRIM40"	"TNPO1"
"M1"	"TRIM40"	"ECHDC2"
"M1"	"TRIM40"	"INADL"
"M1"	"TRIM40"	"SKA1"
"M1"	"TRIM40"	"SNX27"
"M1"	"TRIM40"	"ASAP1"
"M1"	"TRIM40"	"AGTRAP"
"M1"	"TRIM40"	"TBXA2R"
"M1"	"TRIM40"	"PPIL1"
"M1"	"TRIM40"	"PHGDH"
"M1"	"TRIM40"	"BAMBI"
"M1"	"TRIM40"	"DCAF16"
"M1"	"TRIM40"	"LTN1"
"M1"	"TRIM40"	"LHX3"
"M1"	"TRIM40"	"PGP"
"M1"	"TRIM40"	"SNIP1"
"M1"	"TRIM40"	"RSU1"
"M1"	"TRIM40"	"SRSF12"
"M1"	"TRIM40"	"IRX1"
"M1"	"TRIM40"	"PIK3C2A"
"M1"	"DPYSL4"	"APBB1IP"
"M1"	"DPYSL4"	"KRT27"
"M1"	"DPYSL4"	"PCDH20"
"M1"	"SPHK1"	"KRT27"
"M1"	"SPHK1"	"PCDH20"
"M1"	"SARDH"	"EDN1"
"M1"	"SARDH"	"SEMG1"
"M1"	"SARDH"	"KISS1R"
"M1"	"SARDH"	"FOLR3"
"M1"	"SARDH"	"NFE2"
"M1"	"SLBP"	"ITGAM"
"M1"	"SLBP"	"MYO18B"
"M1"	"SLBP"	"TENM1"
"M1"	"SLBP"	"PCDH20"
"M1"	"IL1A"	"TFAM"
"M1"	"IL1A"	"ALDOB"
"M1"	"IL1A"	"ALDH2"
"M1"	"IL1A"	"PTP4A1"
"M1"	"IL1A"	"EIF3I"
"M1"	"IL1A"	"HIST1H3I"
"M1"	"IL1A"	"VAT1"
"M1"	"IL1A"	"KPNA5"
"M1"	"IL1A"	"GZMM"
"M1"	"IL1A"	"ZNF2"
"M1"	"IL1A"	"KCNIP2"
"M1"	"IL1A"	"BCCIP"
"M1"	"IL1A"	"TACC2"
"M1"	"IL1A"	"PARP3"
"M1"	"IL1A"	"COA1"
"M1"	"IL1A"	"SIGLEC9"
"M1"	"IL1A"	"ARHGAP6"
"M1"	"IL1A"	"ZNF615"
"M1"	"IL1A"	"SEC16A"
"M1"	"IL1A"	"C8orf34"
"M1"	"IL1A"	"ANKRD50"
"M1"	"IL1A"	"RILPL1"
"M1"	"IL1A"	"CHMP4C"
"M1"	"IL1A"	"CCDC146"
"M1"	"IL1A"	"MSMB"
"M1"	"IL1A"	"PIK3C2G"
"M1"	"IL1A"	"LHCGR"
"M1"	"IL1A"	"MYOT"
"M1"	"IL1A"	"LAMTOR3"
"M1"	"IL1A"	"OR51B4"
"M1"	"NLGN2"	"CR1"
"M1"	"TMEM132D"	"LCN2"
"M1"	"TMEM132D"	"FBXW11"
"M1"	"TMEM132D"	"PSMC3IP"
"M1"	"TMEM132D"	"FAS"
"M1"	"TMEM132D"	"POLR1D"
"M1"	"TMEM132D"	"UBE2Q1"
"M1"	"TMEM132D"	"PTP4A1"
"M1"	"TMEM132D"	"FILIP1"
"M1"	"TMEM132D"	"VAT1"
"M1"	"TMEM132D"	"NUDT7"
"M1"	"TMEM132D"	"GPAA1"
"M1"	"TMEM132D"	"TRPS1"
"M1"	"TMEM132D"	"MLYCD"
"M1"	"WDR7"	"TNR"
"M1"	"PPP1R3C"	"TNR"
"M1"	"PPP1R3C"	"MYO18B"
"M1"	"EID2B"	"CAMK2A"
"M1"	"EID2B"	"PCDHA12"
"M1"	"GOT2"	"TSPAN7"
"M1"	"GOT2"	"KRT27"
"M1"	"DKC1"	"SLC6A12"
"M1"	"DKC1"	"GDA"
"M1"	"DKC1"	"TERT"
"M1"	"TOP1MT"	"TNR"
"M1"	"SLC6A12"	"RNF144A"
"M1"	"SLC6A12"	"CARD6"
"M1"	"SLC6A12"	"NOL9"
"M1"	"SLC6A12"	"NKIRAS1"
"M1"	"SLC6A12"	"SYP"
"M1"	"SLC6A12"	"ARTN"
"M1"	"SLC6A12"	"LONP2"
"M1"	"SLC6A12"	"MLXIPL"
"M1"	"SLC6A12"	"ERI1"
"M1"	"SLC6A12"	"EEF1D"
"M1"	"SLC6A12"	"NUPL2"
"M1"	"SLC6A12"	"RNF103"
"M1"	"SLC6A12"	"WAPAL"
"M1"	"SLC6A12"	"RIPK4"
"M1"	"SLC6A12"	"KPRP"
"M1"	"SLC6A12"	"DAG1"
"M1"	"SLC6A12"	"CD8B"
"M1"	"SLC6A12"	"EPOR"
"M1"	"SLC6A12"	"STX12"
"M1"	"SLC6A12"	"SIGLEC8"
"M1"	"SLC6A12"	"TIAM1"
"M1"	"SLC6A12"	"SLITRK3"
"M1"	"SLC6A12"	"MRTO4"
"M1"	"SLC6A12"	"AMIGO3"
"M1"	"SLC6A12"	"NR2C2AP"
"M1"	"SLC6A12"	"DNAJA3"
"M1"	"SLC6A12"	"BOP1"
"M1"	"SLC6A12"	"MIA3"
"M1"	"SLC6A12"	"ZFR"
"M1"	"SLC6A12"	"SRSF9"
"M1"	"SLC6A12"	"SDK1"
"M1"	"SLC6A12"	"SKI"
"M1"	"SLC6A12"	"KCNS3"
"M1"	"SLC6A12"	"EPN1"
"M1"	"SLC6A12"	"HIST1H3J"
"M1"	"SLC6A12"	"NAA50"
"M1"	"SLC6A12"	"MSRB1"
"M1"	"SLC6A12"	"KLHDC9"
"M1"	"SLC6A12"	"TLX1"
"M1"	"SLC6A12"	"ULK2"
"M1"	"SLC6A12"	"LPP"
"M1"	"SLC6A12"	"IL16"
"M1"	"SLC6A12"	"TRIM63"
"M1"	"SLC6A12"	"SVIP"
"M1"	"SLC6A12"	"PPP1R8"
"M1"	"SLC6A12"	"RPS12"
"M1"	"SLC6A12"	"GOLGA7"
"M1"	"SLC6A12"	"COMMD10"
"M1"	"SLC6A12"	"GTF2A2"
"M1"	"SLC6A12"	"KLRK1"
"M1"	"SLC6A12"	"RDH5"
"M1"	"SLC6A12"	"MEN1"
"M1"	"SLC6A12"	"CLN3"
"M1"	"SLC6A12"	"EGLN1"
"M1"	"SLC6A12"	"VAV1"
"M1"	"SLC6A12"	"GNRH1"
"M1"	"SLC6A12"	"PECAM1"
"M1"	"SLC6A12"	"SATB2"
"M1"	"SLC6A12"	"CCNT2"
"M1"	"SLC6A12"	"NOC4L"
"M1"	"SLC6A12"	"TFAP2A"
"M1"	"SLC6A12"	"TSEN54"
"M1"	"SLC6A12"	"TOX3"
"M1"	"SLC6A12"	"CRNKL1"
"M1"	"SLC6A12"	"SOX30"
"M1"	"SLC6A12"	"PWWP2B"
"M1"	"SLC6A12"	"SUPV3L1"
"M1"	"SLC6A12"	"BOD1L1"
"M1"	"LPIN1"	"UTY"
"M1"	"TNFRSF9"	"ALAS1"
"M1"	"TNFRSF9"	"PTPRN"
"M1"	"TNFRSF9"	"TEP1"
"M1"	"TNFRSF9"	"OST4"
"M1"	"TNFRSF9"	"MYO16"
"M1"	"TNFRSF9"	"CSRP3"
"M1"	"TNFRSF9"	"MPPED1"
"M1"	"TNFRSF9"	"RAB5B"
"M1"	"TNFRSF9"	"PTP4A1"
"M1"	"TNFRSF9"	"TSSK2"
"M1"	"TNFRSF9"	"NEIL1"
"M1"	"TNFRSF9"	"GFAP"
"M1"	"TNFRSF9"	"ZFP36L1"
"M1"	"TNFRSF9"	"SHMT2"
"M1"	"TNFRSF9"	"CD36"
"M1"	"TNFRSF9"	"TSNAX"
"M1"	"TNFRSF9"	"WNK2"
"M1"	"TNFRSF9"	"SNCB"
"M1"	"TNFRSF9"	"ITFG3"
"M1"	"TNFRSF9"	"CHRM2"
"M1"	"TNFRSF9"	"ITPR1"
"M1"	"TNFRSF9"	"NUP107"
"M1"	"TNFRSF9"	"FBLIM1"
"M1"	"TNFRSF9"	"F10"
"M1"	"TNFRSF9"	"PLCB1"
"M1"	"TNFRSF9"	"CDH3"
"M1"	"TNFRSF9"	"FGF8"
"M1"	"TNFRSF9"	"PVR"
"M1"	"TNFRSF9"	"RAD18"
"M1"	"TNFRSF9"	"AKT2"
"M1"	"TNFRSF9"	"ZNF2"
"M1"	"TNFRSF9"	"ATP6V0D2"
"M1"	"TNFRSF9"	"PPIC"
"M1"	"TNFRSF9"	"TRPV2"
"M1"	"TNFRSF9"	"ABHD17A"
"M1"	"TNFRSF9"	"ITPK1"
"M1"	"TNFRSF9"	"ECE2"
"M1"	"TNFRSF9"	"FAM20C"
"M1"	"TNFRSF9"	"BTBD16"
"M1"	"TNFRSF9"	"PIPOX"
"M1"	"TNFRSF9"	"RDM1"
"M1"	"TNFRSF9"	"HCFC2"
"M1"	"TNFRSF9"	"DEAF1"
"M1"	"TNFRSF9"	"PCDH7"
"M1"	"TNFRSF9"	"LHX8"
"M1"	"TNFRSF9"	"MFSD1"
"M1"	"TNFRSF9"	"MARCH3"
"M1"	"TNFRSF9"	"KPTN"
"M1"	"TNFRSF9"	"CD72"
"M1"	"TNFRSF9"	"SHC1"
"M1"	"TNFRSF9"	"ZNF519"
"M1"	"TNFRSF9"	"RAB27A"
"M1"	"TNFRSF9"	"SLC27A1"
"M1"	"MYBPC3"	"NFE2"
"M1"	"DIABLO"	"LSMEM1"
"M1"	"COL1A2"	"C1QTNF1"
"M1"	"COL1A2"	"ERAS"
"M1"	"COL1A2"	"FGR"
"M1"	"IGFBP4"	"MYO18B"
"M1"	"HERC4"	"DDX3Y"
"M1"	"FZD1"	"MYO7B"
"M1"	"KDM5D"	"CLDN5"
"M1"	"KDM5D"	"TRIM9"
"M1"	"KDM5D"	"NEFM"
"M1"	"KDM5D"	"FCN1"
"M1"	"KDM5D"	"CDH8"
"M1"	"KDM5D"	"KDM5B"
"M1"	"KDM5D"	"GTF2E1"
"M1"	"KDM5D"	"HAO2"
"M1"	"KDM5D"	"IRX4"
"M1"	"KDM5D"	"TTLL5"
"M1"	"KDM5D"	"ARPC1B"
"M1"	"KDM5D"	"MLLT1"
"M1"	"KDM5D"	"CEP57"
"M1"	"KDM5D"	"IRF2BPL"
"M1"	"KDM5D"	"PTP4A1"
"M1"	"KDM5D"	"SCEL"
"M1"	"KDM5D"	"LMO2"
"M1"	"KDM5D"	"SNCB"
"M1"	"KDM5D"	"EEF1A2"
"M1"	"KDM5D"	"SOX6"
"M1"	"KDM5D"	"FBLIM1"
"M1"	"KDM5D"	"CDH3"
"M1"	"KDM5D"	"NUDT7"
"M1"	"KDM5D"	"PGF"
"M1"	"KDM5D"	"COLQ"
"M1"	"KDM5D"	"RGS6"
"M1"	"KDM5D"	"DKK1"
"M1"	"KDM5D"	"LBR"
"M1"	"KDM5D"	"NPY"
"M1"	"KDM5D"	"C19orf43"
"M1"	"KDM5D"	"BANF1"
"M1"	"KDM5D"	"H2BFM"
"M1"	"KDM5D"	"NHLH2"
"M1"	"KDM5D"	"PTPN21"
"M1"	"KDM5D"	"AK5"
"M1"	"KDM5D"	"CLCA1"
"M1"	"KDM5D"	"SH3PXD2A"
"M1"	"KDM5D"	"CIC"
"M1"	"KDM5D"	"CREM"
"M1"	"KDM5D"	"OLIG3"
"M1"	"KDM5D"	"C6orf106"
"M1"	"KDM5D"	"NRARP"
"M1"	"KDM5D"	"RAB32"
"M1"	"KDM5D"	"MST1R"
"M1"	"KDM5D"	"MYH7B"
"M1"	"KDM5D"	"KIF17"
"M1"	"KDM5D"	"SCAMP3"
"M1"	"KDM5D"	"GALNT6"
"M1"	"KDM5D"	"POMT2"
"M1"	"APOH"	"ITGAM"
"M1"	"APOH"	"FOLR3"
"M1"	"APOH"	"NCR1"
"M1"	"APOH"	"ADM"
"M1"	"MRPS12"	"PADI4"
"M1"	"MRPS12"	"PLEK"
"M1"	"ARHGEF15"	"UTY"
"M1"	"ARHGEF15"	"SIGLEC9"
"M1"	"PAX1"	"NFE2"
"M1"	"LACRT"	"RND1"
"M1"	"LACRT"	"TNR"
"M1"	"LACRT"	"CD300LD"
"M1"	"LACRT"	"UTY"
"M1"	"RNF144A"	"UTY"
"M1"	"RNF144A"	"UBE2QL1"
"M1"	"RPP25"	"FOLR3"
"M1"	"RPP25"	"C10orf82"
"M1"	"RPP25"	"PCDH20"
"M1"	"COPS7A"	"DES"
"M1"	"COPS7A"	"CAMK2A"
"M1"	"COPS7A"	"KISS1R"
"M1"	"VPS37B"	"IL17A"
"M1"	"VPS37B"	"CCL22"
"M1"	"VPS37B"	"SAA1"
"M1"	"VPS37B"	"PLEK"
"M1"	"C9orf89"	"TREM1"
"M1"	"NEU4"	"AQP3"
"M1"	"NEU4"	"IMPDH2"
"M1"	"NEU4"	"MSL2"
"M1"	"NEU4"	"HMG20A"
"M1"	"NEU4"	"PRPF3"
"M1"	"ATP6V1D"	"TNR"
"M1"	"GHR"	"GDA"
"M1"	"NSFL1C"	"UTY"
"M1"	"IL1RAPL1"	"UTY"
"M1"	"IL1RAPL1"	"MAP3K15"
"M1"	"MYL6B"	"MYO18B"
"M1"	"MYL6B"	"SIGLEC9"
"M1"	"SNTB2"	"NFE2"
"M1"	"TLN1"	"EGR2"
"M1"	"NPRL3"	"APBB1IP"
"M1"	"NPRL3"	"C7"
"M1"	"APOC3"	"UTY"
"M1"	"LTB"	"EBF2"
"M1"	"LTB"	"ANAPC7"
"M1"	"LTB"	"PLG"
"M1"	"LTB"	"POLR3B"
"M1"	"LTB"	"LIN37"
"M1"	"LTB"	"ARPC1B"
"M1"	"LTB"	"PEMT"
"M1"	"LTB"	"ACKR3"
"M1"	"LTB"	"TUBA1C"
"M1"	"LTB"	"MYO16"
"M1"	"LTB"	"KIFC1"
"M1"	"LTB"	"TCF21"
"M1"	"LTB"	"HIST1H3J"
"M1"	"LTB"	"AGRN"
"M1"	"LTB"	"REG1A"
"M1"	"LTB"	"ITGB3"
"M1"	"LTB"	"SLC1A1"
"M1"	"LTB"	"PRF1"
"M1"	"LTB"	"APBB1IP"
"M1"	"LTB"	"CSRP3"
"M1"	"LTB"	"ARL13A"
"M1"	"LTB"	"CTBS"
"M1"	"LTB"	"MPZL1"
"M1"	"LTB"	"CASP8"
"M1"	"LTB"	"RAB5B"
"M1"	"LTB"	"PTP4A1"
"M1"	"LTB"	"RINT1"
"M1"	"LTB"	"NEIL1"
"M1"	"LTB"	"BCAP29"
"M1"	"LTB"	"BHLHB9"
"M1"	"LTB"	"BCLAF1"
"M1"	"LTB"	"IL17RB"
"M1"	"LTB"	"DTNA"
"M1"	"LTB"	"SLC12A2"
"M1"	"LTB"	"TSNAX"
"M1"	"LTB"	"GNL3L"
"M1"	"LTB"	"CRYAA"
"M1"	"LTB"	"ZNF639"
"M1"	"LTB"	"ANKRD27"
"M1"	"LTB"	"ALCAM"
"M1"	"LTB"	"CYP11A1"
"M1"	"LTB"	"BAIAP2L1"
"M1"	"LTB"	"UBE2H"
"M1"	"LTB"	"SRR"
"M1"	"LTB"	"CLDN10"
"M1"	"LTB"	"DCUN1D2"
"M1"	"LTB"	"PITPNM1"
"M1"	"LTB"	"AEN"
"M1"	"LTB"	"PCF11"
"M1"	"LTB"	"POP7"
"M1"	"LTB"	"APPL2"
"M1"	"NKIRAS1"	"UTY"
"M1"	"SYT14"	"BCAN"
"M1"	"CYTIP"	"HSDL2"
"M1"	"CYTIP"	"STK39"
"M1"	"CYTIP"	"JAZF1"
"M1"	"CYTIP"	"SOGA3"
"M1"	"CYTIP"	"SCFD2"
"M1"	"CYTIP"	"SCAMP3"
"M1"	"CYTIP"	"TRPS1"
"M1"	"CYTIP"	"PIK3CG"
"M1"	"CYTIP"	"TNXB"
"M1"	"CYTIP"	"C8B"
"M1"	"SYP"	"FOLR3"
"M1"	"SYP"	"KRT27"
"M1"	"HIST1H4B"	"ITGAM"
"M1"	"HIST1H4B"	"PCDH20"
"M1"	"ANKRD13C"	"APBB1IP"
"M1"	"ANKRD13C"	"SLC7A5"
"M1"	"ANKRD13C"	"SAA1"
"M1"	"SEMA6A"	"SPOCD1"
"M1"	"SEMA6A"	"FOLR3"
