"pathway"	"F"	"M"
"M2"	1.99913782211747	-2.00277035284827
"M3"	0.881318063096528	-0.883159694502074
"M4"	1.48607160798876	-1.48684357021504
"M5"	-2.87375329084742	2.88963698340698
"M6"	-0.606340609285171	0.606554114079634
"M7"	1.02358112632736	-1.01992021637363
"Not.Correlated"	-0.736877159482379	0.749454290050587
