"pathway"	"NEG_F"	"POS_F"	"NEG_M"	"POS_M"
"M2"	0.36291984387532	-0.176008064150672	-0.367078042048757	0.146998668128125
"M3"	-0.271690010401462	0.278303577262254	-0.130711766954573	-0.209949017904268
"M4"	-0.179094036887433	0.365830624015109	-0.309772422300381	0.246608238334502
"M5"	-0.337979076776291	-0.382669096070078	0.633093996498584	-0.358863185691257
"M6"	0.18456363702183	-0.147288700553473	-0.14504290428399	0.191038130805984
"M7"	0.202213208352914	0.177910573455946	-0.31381104335725	0.386537778114855
"Not.Correlated"	0.331914574837087	-0.330795203471795	0.159104688921608	0.152363842714442
