"pathway"	"NEG_F"	"POS_F"	"NEG_M"	"POS_M"
"M2"	2.2675460459665	-1.07871227592964	-2.26289781722919	0.86726219556678
"M3"	-1.4908323334396	1.51633728257931	-0.797334836252715	-1.0285392371132
"M4"	-0.97026963439137	1.96517473204227	-1.86251585861258	1.4220037186075
"M5"	-1.78142130871553	-2.22044993989391	3.26293078084377	-1.70997098180393
"M6"	1.00451589747291	-0.793662982737282	-0.774568462209803	0.979443433492191
"M7"	1.03916553108748	0.822830800227706	-1.59723110037913	1.88161121433277
"Not.Correlated"	1.46866102290734	-1.43628604545535	0.625759969474345	0.633505106313291
