gene_id	logFC	logCPM	F	PValue	FDR	group_name
ENSG00000239776	-5.06522886130703	-1.14532451283458	36.7650724962776	2.61878380896148e-05	0.304119177850862	Adults3_POS_F
ENSG00000202538	-4.1194950834129	-2.20652337094507	38.4760253175023	2.8387086473142e-05	0.304119177850862	Adults3_POS_F
ENSG00000148634	0.468002694215884	4.7302677712392	31.7968987010181	4.31176366476506e-05	0.304119177850862	Adults3_POS_F
ENSG00000272325	-0.435259836388209	5.29077704671349	30.8682618506419	5.04406315629409e-05	0.304119177850862	Adults3_POS_F
ENSG00000223496	-0.415825792687845	5.93135080876735	29.0352114018684	6.94271649012728e-05	0.31034830659992	Adults3_POS_F
ENSG00000077254	0.351639448678652	5.50373662925521	26.993881608735	0.000100750220003107	0.31034830659992	Adults3_POS_F
ENSG00000255153	-0.631451327326744	2.01536019175248	25.9034462576184	0.00012388024150067	0.31034830659992	Adults3_POS_F
ENSG00000132967	0.70742384977818	1.46542270742272	25.442776028224	0.000135415912165731	0.31034830659992	Adults3_POS_F
ENSG00000168273	-0.578961927787403	3.13433801281653	24.6394072328805	0.00015856648298596	0.31034830659992	Adults3_POS_F
ENSG00000181143	-0.728605417416414	8.73789373247231	24.2069640895897	0.000172865270527746	0.31034830659992	Adults3_POS_F
ENSG00000255562	-3.18094240557434	-3.30592357156116	24.9198846096645	0.000183111934453563	0.31034830659992	Adults3_POS_F
ENSG00000228661	-0.712861145935223	1.57436162771895	23.7032093785048	0.000191396868584546	0.31034830659992	Adults3_POS_F
ENSG00000260081	-0.760065505210664	0.806055732802171	22.3732940721823	0.000252142638788852	0.31034830659992	Adults3_POS_F
ENSG00000260750	-1.24641512830287	3.85030779696307	22.3114532855971	0.000255458752891274	0.31034830659992	Adults3_POS_F
ENSG00000213171	-0.73505119584608	0.10097878821208	21.88225923142	0.000279883388504121	0.31034830659992	Adults3_POS_F
ENSG00000196199	0.35419785557027	5.26359214536157	21.8442471754247	0.000282171160864954	0.31034830659992	Adults3_POS_F
ENSG00000183172	-0.432141779132888	5.92433726740993	21.8039602222431	0.000284619003073698	0.31034830659992	Adults3_POS_F
ENSG00000272523	-0.553079835791411	2.087661849413	21.5930012141837	0.00029783633462088	0.31034830659992	Adults3_POS_F
ENSG00000257084	-0.529654576620919	2.86397129016656	21.3488118808538	0.000314012034124992	0.31034830659992	Adults3_POS_F
ENSG00000121931	0.494894588764806	3.32189997659709	21.0288876129171	0.000336732558977868	0.31034830659992	Adults3_POS_F
ENSG00000109220	-0.320379157956955	5.10122870241327	20.889505410619	0.000347209487883899	0.31034830659992	Adults3_POS_F
ENSG00000111229	0.386155347262908	6.91713944317975	20.7399569173595	0.000358863428128429	0.31034830659992	Adults3_POS_F
