gene_id	logFC	logCPM	F	PValue	FDR	dataset_name	group_name	comparison_name
ENSG00000263503	2.31615048625955	-1.76416794034056	8.67492495359079	0.0118927136972643	1	Adults2	POS_F	baseline_D9
ENSG00000101972	0.267052249761167	6.83364761822167	8.21136838092367	0.0121900540191257	1	Adults2	POS_F	baseline_D9
ENSG00000108821	0.577865674329574	4.79967159054644	8.18083455224765	0.0123203365395053	1	Adults2	POS_F	baseline_D9
ENSG00000151327	0.320412558432072	5.81598563913041	8.1789118810286	0.0123285938570785	1	Adults2	POS_F	baseline_D9
ENSG00000121274	0.391610565581082	4.48073661333906	8.10584383923151	0.0126471844104526	1	Adults2	POS_F	baseline_D9
ENSG00000137124	-0.390008766500234	3.56153313787994	7.79470038169899	0.014114676634537	1	Adults2	POS_F	baseline_D9
ENSG00000245648	0.580351199488589	1.97260644141196	7.74094350711344	0.0143876820737793	1	Adults2	POS_F	baseline_D9
ENSG00000272508	-2.31371453145133	-1.44560988981108	7.73790881414094	0.0144032748074745	1	Adults2	POS_F	baseline_D9
ENSG00000139163	0.257589127594298	5.96684425791722	7.73120950634547	0.0144377660754679	1	Adults2	POS_F	baseline_D9
ENSG00000143429	-0.706874441956919	1.46886909121522	7.71328689288764	0.0145305103992951	1	Adults2	POS_F	baseline_D9
ENSG00000169884	-1.02708693644336	0.581501235116363	7.65814954963087	0.0148201753960114	1	Adults2	POS_F	baseline_D9
ENSG00000230673	1.13897056988406	-1.07984965818719	7.65409259167608	0.0148417508984337	1	Adults2	POS_F	baseline_D9
ENSG00000116691	-0.377775762850464	4.19527924912034	7.65180810712468	0.0148539160961416	1	Adults2	POS_F	baseline_D9
ENSG00000263995	-1.51159571071233	-1.46716404350864	7.6286223893222	0.0149780373493651	1	Adults2	POS_F	baseline_D9
ENSG00000103202	-0.50345268239082	4.04770044040888	7.61952079385759	0.0150270886379613	1	Adults2	POS_F	baseline_D9
ENSG00000169895	0.244897333978007	6.69364345053251	7.60146247225809	0.0151249610387998	1	Adults2	POS_F	baseline_D9
ENSG00000130513	0.600405213678909	7.33457413295354	7.57932533537031	0.0152459464655929	1	Adults2	POS_F	baseline_D9
ENSG00000130164	-0.487511952946845	7.02331991010355	7.57660574702036	0.0152608867497716	1	Adults2	POS_F	baseline_D9
ENSG00000182372	0.404850627941242	5.24645843842068	7.55749453667186	0.0153663543187528	1	Adults2	POS_F	baseline_D9
ENSG00000266970	1.98339296588442	-0.939635227110282	7.54650187467903	0.0154274002326546	1	Adults2	POS_F	baseline_D9
ENSG00000161103	1.39939333047016	-0.939481913120399	7.54193818646102	0.0154528262217521	1	Adults2	POS_F	baseline_D9
ENSG00000278982	-1.54609377546497	-1.35161815784831	7.53363861187049	0.0154991904536568	1	Adults2	POS_F	baseline_D9
ENSG00000133475	-1.63953861635745	-0.619147006188972	7.49585727480358	0.0157122922963917	1	Adults2	POS_F	baseline_D9
ENSG00000262585	1.32291805914913	-1.71788006550953	7.49078189498508	0.0157411767365525	1	Adults2	POS_F	baseline_D9
ENSG00000116194	-1.06452011171441	-0.215501847172742	7.44372707714898	0.0160119131073894	1	Adults2	POS_F	baseline_D9
ENSG00000243368	-1.07709707308153	-1.12584185671611	7.43953256968162	0.0160363070384379	1	Adults2	POS_F	baseline_D9
ENSG00000135750	0.665798938025966	5.99551525557341	7.42463731777991	0.0161232810270117	1	Adults2	POS_F	baseline_D9
ENSG00000066032	2.73487486396245	-2.72090347745518	7.74767144677742	0.0161242191406704	1	Adults2	POS_F	baseline_D9
ENSG00000254035	1.99618054082565	-2.24217970930305	7.40856158402709	0.016217760508847	1	Adults2	POS_F	baseline_D9
ENSG00000146278	0.520197187395167	6.22537913215816	7.39205746027509	0.0163154243598741	1	Adults2	POS_F	baseline_D9
ENSG00000113595	0.413639857780888	3.65604896549259	7.34740364075994	0.0165830933632582	1	Adults2	POS_F	baseline_D9
ENSG00000224023	-1.34702660665657	-0.97165744865085	7.32610012420132	0.0167125806960593	1	Adults2	POS_F	baseline_D9
ENSG00000165861	0.33105459966287	4.906696917755	7.28922577180343	0.016939485294196	1	Adults2	POS_F	baseline_D9
ENSG00000241666	-2.61291464148157	-2.85252742822742	8.35690440490664	0.0171232196114565	1	Adults2	POS_F	baseline_D9
ENSG00000211820	3.31712703273305	-2.73009695996575	8.76722241763934	0.0172042512412302	1	Adults2	POS_F	baseline_D9
ENSG00000164171	0.597379492573348	7.35002507984557	7.21069563042284	0.0174346994333928	1	Adults2	POS_F	baseline_D9
ENSG00000184414	1.54761363219255	-0.538396950040379	7.18364312444002	0.01760915816802	1	Adults2	POS_F	baseline_D9
ENSG00000073756	1.71884970943475	6.23100022723684	7.16413125479807	0.0177362425815419	1	Adults2	POS_F	baseline_D9
ENSG00000105855	0.580836600238141	7.17982552608059	7.12331785841644	0.0180055158648035	1	Adults2	POS_F	baseline_D9
ENSG00000101928	0.359594293945712	4.07112829998807	7.06298234796139	0.0184123067297032	1	Adults2	POS_F	baseline_D9
ENSG00000196747	2.2565354055515	-2.20361206520731	7.15299868200149	0.0187108050007035	1	Adults2	POS_F	baseline_D9
ENSG00000147488	1.2483183444049	-0.995623628682314	7.01691289682152	0.0187300863233746	1	Adults2	POS_F	baseline_D9
ENSG00000124920	-0.561897710910903	6.26507887029545	7.0044481505173	0.0188171546634321	1	Adults2	POS_F	baseline_D9
ENSG00000005812	0.261193252731137	5.98380703881985	7.00406134160716	0.0188198640770786	1	Adults2	POS_F	baseline_D9
ENSG00000196352	0.595084841210638	9.05276522133399	6.98017663288912	0.0189880437836003	1	Adults2	POS_F	baseline_D9
ENSG00000085433	0.345444499001807	4.89926579348686	6.96648113057158	0.0190852630338897	1	Adults2	POS_F	baseline_D9
ENSG00000271551	1.22690534455475	-1.58133110724715	6.92815923481617	0.0193603742929823	1	Adults2	POS_F	baseline_D9
ENSG00000277767	-1.97833336696117	-1.9766447855145	6.88589308841925	0.0196691440396813	1	Adults2	POS_F	baseline_D9
ENSG00000239305	0.300331363992177	5.37903059514357	6.88001926213907	0.0197125044341579	1	Adults2	POS_F	baseline_D9
ENSG00000187566	-0.610093673055717	1.219964158248	6.87470298155913	0.019751844545166	1	Adults2	POS_F	baseline_D9
ENSG00000266256	-1.17813795780633	-0.454372762639907	6.87445262961999	0.0197536993737824	1	Adults2	POS_F	baseline_D9
ENSG00000135048	0.42191878077339	6.90942715523162	6.85304515426391	0.01991305394681	1	Adults2	POS_F	baseline_D9
ENSG00000113384	0.193585235125031	7.42650647522644	6.83601142678429	0.0200409156113975	1	Adults2	POS_F	baseline_D9
ENSG00000187796	-0.466349564931445	2.59487999477273	6.83399526692416	0.0200561125509222	1	Adults2	POS_F	baseline_D9
ENSG00000145860	0.406058662280734	8.36894940960895	6.82112691335778	0.020153423845999	1	Adults2	POS_F	baseline_D9
ENSG00000139323	0.314126166742162	5.36080342064019	6.81356636072742	0.0202108523593394	1	Adults2	POS_F	baseline_D9
ENSG00000150712	0.213950857048463	6.23222211409301	6.80958403016594	0.0202411776244086	1	Adults2	POS_F	baseline_D9
ENSG00000211679	1.81974841530146	0.239679730185665	6.93106070610149	0.0202772818982791	1	Adults2	POS_F	baseline_D9
ENSG00000148154	0.496593031499249	7.63321673894091	6.77910136900834	0.0204750564911507	1	Adults2	POS_F	baseline_D9
ENSG00000254000	1.00558515576556	-1.2173854518467	6.77543969255135	0.0205033609459075	1	Adults2	POS_F	baseline_D9
ENSG00000156966	0.383045171596336	7.16882825775238	6.77217734162163	0.0205286168560707	1	Adults2	POS_F	baseline_D9
ENSG00000114529	0.448408838981298	4.2701503864946	6.77042295151199	0.0205422136022226	1	Adults2	POS_F	baseline_D9
ENSG00000170836	0.536519489944127	3.51014930307922	6.7688747781716	0.0205542208128141	1	Adults2	POS_F	baseline_D9
ENSG00000160712	0.736617089321838	4.57674180923722	6.76598419026978	0.0205766612058663	1	Adults2	POS_F	baseline_D9
ENSG00000109084	-0.567325728964107	3.30271158717968	6.75504826586592	0.0206618170027765	1	Adults2	POS_F	baseline_D9
ENSG00000147003	0.747581409682308	0.357075509845722	6.71684760277613	0.0209625003480423	1	Adults2	POS_F	baseline_D9
ENSG00000184357	1.29468774121215	-1.29916467293417	6.71274587663963	0.0209950862370689	1	Adults2	POS_F	baseline_D9
ENSG00000279414	-2.10050407229097	-1.27370520226262	6.71259770109557	0.020996264506403	1	Adults2	POS_F	baseline_D9
ENSG00000227502	-1.9098754029096	-2.13125420064848	6.82731603763289	0.0210617889210736	1	Adults2	POS_F	baseline_D9
ENSG00000166682	-0.855002611409346	0.351188715564966	6.68315384906643	0.0212319262449174	1	Adults2	POS_F	baseline_D9
ENSG00000253330	0.724058478536291	0.0723803745630246	6.68246467857671	0.021237478826728	1	Adults2	POS_F	baseline_D9
ENSG00000237864	2.38954464810791	-2.48068834503665	6.64986057136599	0.0215021016128937	1	Adults2	POS_F	baseline_D9
ENSG00000259250	0.744551601881857	0.0251401112787519	6.63316320786741	0.0216391009612842	1	Adults2	POS_F	baseline_D9
ENSG00000104497	0.575918119603511	3.85109604793211	6.63302076371787	0.0216402740412746	1	Adults2	POS_F	baseline_D9
ENSG00000172466	0.228779499847773	6.79647351797999	6.63178307232362	0.0216504699905736	1	Adults2	POS_F	baseline_D9
ENSG00000213071	-1.0246382101515	-0.603466541433256	6.62295909038396	0.0217233225408896	1	Adults2	POS_F	baseline_D9
ENSG00000186615	-0.711002538518528	0.372718745901526	6.61373382654065	0.0217997923535546	1	Adults2	POS_F	baseline_D9
ENSG00000162852	0.324243351200184	5.0615389648114	6.60523668978329	0.0218705029473643	1	Adults2	POS_F	baseline_D9
ENSG00000277437	-3.42328939752666	-2.84105696227425	9.0446811974655	0.0220398105914868	1	Adults2	POS_F	baseline_D9
ENSG00000163630	-2.79484798426819	-2.13320566366017	6.82454651013054	0.0222113455949767	1	Adults2	POS_F	baseline_D9
ENSG00000150907	0.530081761833743	5.2845034131841	6.55962688764628	0.0222546315300652	1	Adults2	POS_F	baseline_D9
ENSG00000267896	-0.779360738535568	-0.0482825768711664	6.53025222547739	0.0225061708306718	1	Adults2	POS_F	baseline_D9
ENSG00000272382	-1.92430302848362	-1.62793336097739	6.52103826246906	0.0225857498334718	1	Adults2	POS_F	baseline_D9
ENSG00000121068	1.8788207409161	-1.51607903008012	6.51770634180713	0.0226146072580531	1	Adults2	POS_F	baseline_D9
ENSG00000278828	1.27767380597659	1.05010970101597	6.50716830387933	0.0227061581732413	1	Adults2	POS_F	baseline_D9
ENSG00000259207	1.70063009272127	-1.76001545721764	6.49196457031592	0.0228390020459063	1	Adults2	POS_F	baseline_D9
ENSG00000132773	-0.296877650665093	3.55410469108223	6.48690293813188	0.0228834284414655	1	Adults2	POS_F	baseline_D9
ENSG00000158615	0.360383249932254	6.59499216359924	6.48172651957067	0.0229289660911053	1	Adults2	POS_F	baseline_D9
ENSG00000112406	0.369604776069262	6.22281830682508	6.48121932609526	0.022933433594754	1	Adults2	POS_F	baseline_D9
ENSG00000147027	0.731417086518998	2.26497640391618	6.43031249788835	0.0233870192882966	1	Adults2	POS_F	baseline_D9
ENSG00000086991	1.01562510179289	0.205109675437904	6.41125320716374	0.0235595129996723	1	Adults2	POS_F	baseline_D9
ENSG00000249740	0.884636531533596	-0.732597835658774	6.40388839488995	0.0236265626258096	1	Adults2	POS_F	baseline_D9
ENSG00000274928	-1.3649807538432	0.654589782872666	6.36981094882104	0.0239397041822815	1	Adults2	POS_F	baseline_D9
ENSG00000139112	0.329075386776897	6.11867566150933	6.35842117475033	0.0240454387737754	1	Adults2	POS_F	baseline_D9
ENSG00000177426	0.369420497123926	6.09438863507663	6.34721185183	0.0241500280289181	1	Adults2	POS_F	baseline_D9
ENSG00000183864	0.366196178967307	5.86405332493009	6.34252123573497	0.0241939508290671	1	Adults2	POS_F	baseline_D9
ENSG00000072682	0.346973188836119	4.79220178061422	6.33577117901789	0.0242573210944109	1	Adults2	POS_F	baseline_D9
ENSG00000174106	0.255040977503187	5.13182174818154	6.30251016686115	0.0245724084294044	1	Adults2	POS_F	baseline_D9
ENSG00000166886	0.46542232135897	4.02162229676004	6.29269234556438	0.0246663213126598	1	Adults2	POS_F	baseline_D9
ENSG00000074047	-0.707259104587847	3.07444787939195	6.28776800323989	0.0247135823378273	1	Adults2	POS_F	baseline_D9
ENSG00000185527	0.926957910924755	-1.7128185748386	6.39456883720197	0.0247416255846465	1	Adults2	POS_F	baseline_D9
ENSG00000137413	0.288406781967249	4.94247085750995	6.26592095479595	0.0249245305338073	1	Adults2	POS_F	baseline_D9
ENSG00000183760	1.03630059889189	0.611520311815529	6.25839391867999	0.0249976932026851	1	Adults2	POS_F	baseline_D9
ENSG00000249307	1.40263424670567	0.903106469685839	6.25175709330442	0.0250624100984447	1	Adults2	POS_F	baseline_D9
ENSG00000130559	0.341102015415036	6.76641967240645	6.23940064151303	0.0251834194527302	1	Adults2	POS_F	baseline_D9
ENSG00000273340	-1.0315747816281	-0.606270653949489	6.22300565557612	0.0253450285658715	1	Adults2	POS_F	baseline_D9
ENSG00000197063	0.354494004189412	5.51835701671087	6.22226801016177	0.0253523279877736	1	Adults2	POS_F	baseline_D9
ENSG00000101400	-0.394581212545256	5.13815954125184	6.21202258231149	0.0254539653688557	1	Adults2	POS_F	baseline_D9
ENSG00000115318	-0.598231671293501	1.04613408297977	6.20318594195525	0.0255420076824174	1	Adults2	POS_F	baseline_D9
ENSG00000105650	-0.555078504668249	2.97487357766331	6.18603072380143	0.0257139431875687	1	Adults2	POS_F	baseline_D9
ENSG00000238072	-1.23461085846809	-1.78101398820226	6.18054760311529	0.0257691803237564	1	Adults2	POS_F	baseline_D9
ENSG00000110092	-0.393828502411582	7.30453471720291	6.1720296926259	0.0258552638097043	1	Adults2	POS_F	baseline_D9
ENSG00000158352	0.529110331117055	1.3411535368398	6.16397641642036	0.0259369591633445	1	Adults2	POS_F	baseline_D9
ENSG00000137033	-0.460672039423594	7.80782549753625	6.16025638420501	0.0259747978082062	1	Adults2	POS_F	baseline_D9
ENSG00000266801	-2.81507717635575	-2.52057515563625	6.37165229699685	0.02617382732216	1	Adults2	POS_F	baseline_D9
ENSG00000233626	-2.61493114444865	-2.47224462500572	6.35056999511893	0.0263777917963354	1	Adults2	POS_F	baseline_D9
ENSG00000233251	1.58268590419874	-1.48948533353676	6.11911542777871	0.026397574890218	1	Adults2	POS_F	baseline_D9
ENSG00000139547	0.754490653334761	-1.02664187464461	6.07405238471555	0.0268698684211412	1	Adults2	POS_F	baseline_D9
ENSG00000157224	0.227261891345152	6.4655204228845	6.05192639873165	0.0271053578796611	1	Adults2	POS_F	baseline_D9
ENSG00000165355	0.425125419004389	4.43382940839034	6.04161914869104	0.0272158781876557	1	Adults2	POS_F	baseline_D9
ENSG00000162913	-0.810816855389873	-0.00829109953923454	6.04145217949704	0.0272176728375764	1	Adults2	POS_F	baseline_D9
ENSG00000153721	0.567213984753125	4.95823198537393	6.03880963374946	0.0272460942851766	1	Adults2	POS_F	baseline_D9
ENSG00000271936	1.05106979154883	-1.05214003091729	6.00829943086603	0.0275767545417896	1	Adults2	POS_F	baseline_D9
ENSG00000279187	1.09530637274038	-1.73599919597977	5.99314770371683	0.0277426979517617	1	Adults2	POS_F	baseline_D9
ENSG00000131730	-1.09040395896521	-0.902279378062397	5.98970687574726	0.0277805439835686	1	Adults2	POS_F	baseline_D9
ENSG00000092148	0.234226729421788	8.41757085428271	5.98922006473346	0.0277859033186769	1	Adults2	POS_F	baseline_D9
ENSG00000107372	0.251355772816664	8.12479774524923	5.9868247732958	0.0278122907705506	1	Adults2	POS_F	baseline_D9
ENSG00000233680	-0.538140326587258	1.689561650988	5.95103304276704	0.0282100803748535	1	Adults2	POS_F	baseline_D9
ENSG00000198917	-0.229648924788302	4.89875140886337	5.93714146174207	0.0283662523441968	1	Adults2	POS_F	baseline_D9
