gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	group
ENSG00000227232	36.921385988755	-0.010487293676091	0.160218530907925	-0.0654561842295128	0.947810791401326	0.987204449982222	Elderly1_NEG_M
ENSG00000268903	124.64599873207	-0.404259930305737	0.363715440328848	-1.11147310639392	0.266364759824815	0.816278574482489	Elderly1_NEG_M
ENSG00000269981	90.4193512592167	-0.221935573390287	0.390997246961296	-0.567614158705972	0.570296990949972	0.878143238253816	Elderly1_NEG_M
ENSG00000279457	105.140606039725	0.0611842908741039	0.132844009284049	0.460572450378839	0.645105380852004	0.898043798019732	Elderly1_NEG_M
ENSG00000228463	21.9984076951141	-0.0218172255916589	0.276861121408762	-0.0788020559934368	0.937190068688903	0.98538618435358	Elderly1_NEG_M
ENSG00000225972	65.6541655842447	-0.388494364520473	0.190782131953461	-2.0363246837772	0.0417177627821904	0.816278574482489	Elderly1_NEG_M
ENSG00000225630	4194.09700087372	-0.0974240170496578	0.161182956122842	-0.604431258695917	0.5455569587599	0.869767561891714	Elderly1_NEG_M
ENSG00000237973	1542.62619466046	-0.0315121788390202	0.10984101143634	-0.286889008276143	0.774197307013657	0.94157041293613	Elderly1_NEG_M
ENSG00000229344	274.460722234136	-0.226378047367321	0.177830720334117	-1.27299741541839	0.203018959001731	0.816278574482489	Elderly1_NEG_M
ENSG00000248527	18770.0523157643	-0.127263216490678	0.149302639841115	-0.852384235309628	0.394000867023085	0.82437818916027	Elderly1_NEG_M
ENSG00000198744	180.833488541985	-0.347215829463988	0.174849593810017	-1.98579717514961	0.0470558495664082	0.816278574482489	Elderly1_NEG_M
ENSG00000228327	117.234857207703	-0.0540052622995508	0.230296248722647	-0.234503438936128	0.814594163730729	0.951597985142935	Elderly1_NEG_M
ENSG00000237491	24.2994546626916	0.0989915288389571	0.22648735711886	0.437073089192376	0.662058342909408	0.902977315221893	Elderly1_NEG_M
ENSG00000228794	169.701346266455	-0.00940076316282097	0.0809996669747568	-0.116059281648043	0.907605559211667	0.97609141219203	Elderly1_NEG_M
ENSG00000188976	1199.41611573344	-0.0751091001007078	0.0912331785083614	-0.823265190676483	0.410357204033064	0.829364459065601	Elderly1_NEG_M
ENSG00000187961	190.748903293179	0.00189032109819351	0.169781185220562	0.0111338667811619	0.991116643128233	0.99779903007308	Elderly1_NEG_M
ENSG00000187583	215.595535772285	-0.272829458924096	0.32999890961501	-0.826758667907084	0.408373861192255	0.828373297210594	Elderly1_NEG_M
ENSG00000187642	91.3728540826419	-0.271183437952305	0.345581514700366	-0.784716272186703	0.432619940034293	0.835779970100233	Elderly1_NEG_M
ENSG00000272512	72.7561655259985	0.162402419146681	0.266198959717156	0.61007909016338	0.541809417183523	0.869273481193733	Elderly1_NEG_M
ENSG00000188290	404.201072009173	0.0492083187387481	0.185430446837896	0.265373457152731	0.790721781478336	0.945928077266017	Elderly1_NEG_M
ENSG00000187608	358.198434464406	0.209843604268974	0.291170099942296	0.720690772543475	0.471099790943756	0.848946690718293	Elderly1_NEG_M
ENSG00000188157	6123.07425758929	-0.0373353329283737	0.127430957431335	-0.292984794911325	0.769533773886006	0.940510465736205	Elderly1_NEG_M
ENSG00000217801	128.238033988414	0.00929415126477687	0.207922464288245	0.0447000822955441	0.964346368102904	0.990928161832556	Elderly1_NEG_M
ENSG00000237330	240.24317217024	-0.534261112855464	0.305290750733976	-1.75000753075879	0.0801170142688418	0.816278574482489	Elderly1_NEG_M
ENSG00000131591	404.582858479555	0.0083453321926399	0.130836530685744	0.0637844197557068	0.949141884228577	0.987309993341988	Elderly1_NEG_M
ENSG00000207730	50.9480475609955	0.037939297782853	0.219609432580885	0.172758052042594	0.862841610803378	0.963105374305282	Elderly1_NEG_M
ENSG00000207607	30.7378299900517	0.0356377227625824	0.219583930798194	0.162296588065612	0.871072301390925	0.965729106885213	Elderly1_NEG_M
ENSG00000198976	77.4583655048982	0.0458897550681092	0.230742914465758	0.198878284840765	0.842357956386126	0.958360873735258	Elderly1_NEG_M
ENSG00000272141	420.943430844385	0.233387192728901	0.186251894851665	1.25307285015691	0.210179195605211	0.816278574482489	Elderly1_NEG_M
ENSG00000205231	114.615099063607	0.982906992722417	0.607170616870612	1.61883161900747	0.105483496961457	0.816278574482489	Elderly1_NEG_M
ENSG00000162571	539.643459273338	0.868086026224217	0.514723227772818	1.68651030181867	0.0916975525473747	0.816278574482489	Elderly1_NEG_M
ENSG00000186891	249.673776866302	-0.438040351762978	0.318903546105984	-1.3735825678696	0.16957131179125	0.816278574482489	Elderly1_NEG_M
ENSG00000078808	2777.50986529439	-0.0625625095354151	0.0834371224847726	-0.749816240928406	0.453365385849844	0.843765762957699	Elderly1_NEG_M
ENSG00000176022	349.895528238187	0.010097507005208	0.0736165072742565	0.137163625103675	0.89090146207027	0.971944652820897	Elderly1_NEG_M
ENSG00000160087	1067.73343329308	-0.151348131864667	0.102519860780856	-1.47628109043363	0.139868448308199	0.816278574482489	Elderly1_NEG_M
ENSG00000162572	93.8652154045075	0.0194917704058219	0.226553617852473	0.0860360147438235	0.931437787731592	0.983529699217165	Elderly1_NEG_M
ENSG00000131584	1361.52053066338	-0.0455146223661524	0.138600234870556	-0.328387772276578	0.742618487160476	0.930743246769473	Elderly1_NEG_M
ENSG00000169972	284.663897893361	-0.0877574229867667	0.132946192345789	-0.660097302813399	0.509191389446083	0.859467535703517	Elderly1_NEG_M
ENSG00000127054	1343.14170766391	0.000293520810465434	0.0674910760793751	0.00434903142039445	0.996529985913908	0.999286790375788	Elderly1_NEG_M
