gene_id	logFC	logCPM	F	PValue	FDR	group_name
ENSG00000182179	0.762214381268981	6.24052628584553	29.1885812333504	0.000191241274829994	0.902287803126096	Adults3_NEG_M
ENSG00000184058	0.64854671040065	5.60593606033612	25.2638935352625	0.000347272826295144	0.902287803126096	Adults3_NEG_M
ENSG00000198976	1.43092345292862	2.70426266697127	23.7773749646677	0.000443032822814571	0.902287803126096	Adults3_NEG_M
ENSG00000188322	0.657769464068533	4.33870251565318	21.8871843556008	0.000613608509910854	0.902287803126096	Adults3_NEG_M
ENSG00000113083	1.02879514830738	5.84879967272907	20.8933943779719	0.000733987232831213	0.902287803126096	Adults3_NEG_M
ENSG00000185133	1.21689844450326	2.6061822274291	20.5073934225224	0.000788113058019667	0.902287803126096	Adults3_NEG_M
ENSG00000224389	2.20727688706242	1.87214671997368	19.4726786681406	0.000958093366716287	0.902287803126096	Adults3_NEG_M
ENSG00000228951	-3.93414884244169	-2.31796970421596	21.7566945167324	0.00105176279267173	0.902287803126096	Adults3_NEG_M
ENSG00000136810	-0.588226112464531	8.59093493959223	18.9699245861201	0.00105612027848245	0.902287803126096	Adults3_NEG_M
ENSG00000072071	0.95184959708484	4.56629322858836	18.7823195114365	0.00109569720339695	0.902287803126096	Adults3_NEG_M
ENSG00000279716	1.04265495768098	1.86444609759031	18.2837929205521	0.00120966489172194	0.902287803126096	Adults3_NEG_M
ENSG00000157873	0.618266908391366	7.01909249100167	18.2114160608616	0.00122734859168908	0.902287803126096	Adults3_NEG_M
ENSG00000241781	-4.28402274286957	-1.75254632714539	18.1383118383765	0.00124552024023637	0.902287803126096	Adults3_NEG_M
ENSG00000272141	1.1966027437546	5.39917561689398	18.048285246343	0.00126833600633596	0.902287803126096	Adults3_NEG_M
ENSG00000163644	0.764801886183111	4.46385647416369	17.9261008995051	0.00130009483824011	0.902287803126096	Adults3_NEG_M
ENSG00000111700	1.01432636781719	1.11868211405084	17.8875265646403	0.00131031540498543	0.902287803126096	Adults3_NEG_M
ENSG00000140263	0.818082891980832	8.34935326919492	17.7336417293303	0.00135204270977858	0.902287803126096	Adults3_NEG_M
ENSG00000073111	-0.594812958495659	5.06925103166494	17.6780487302017	0.00136750122098726	0.902287803126096	Adults3_NEG_M
ENSG00000130829	-1.79214727061515	0.628684010133913	17.6376152940418	0.00137887537745832	0.902287803126096	Adults3_NEG_M
