gene_id	logFC	logCPM	LR	PValue	FDR	dataset_name	group_name	comparison_name
ENSG00000131773	-1.74835282010294	4.65816061653452	13.8894265735301	0.000193886152806909	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000156968	1.0972585705387	6.45196127351019	12.7585934483731	0.000354377279049753	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000210140	-1.35279892115832	-0.293530818085716	12.0531029250335	0.000517062407736579	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000131620	-2.03712679996578	5.15276433461172	11.3748176908757	0.000744465316647818	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000264268	-1.42975842896543	2.0669819606429	11.2370387548545	0.000801809812713385	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000204261	0.956548263968887	2.58520613775552	11.188421857831	0.000823093213318909	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000187258	-2.76931918214797	-0.274870567306333	10.2084787793405	0.00139796438433344	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000175928	0.66682406570912	6.10498207526071	9.9866310363422	0.00157680825126392	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000279348	-1.02245810984275	0.523788231105582	9.97471417813925	0.00158704630026231	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000107438	0.435564798248038	8.82337490195302	9.84585886019987	0.00170214502076157	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000274929	1.27925931347764	-0.850334072581823	9.74577499720641	0.00179735339709212	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000210144	-0.985289281910642	-0.418910235671502	9.45539550325709	0.00210528893091397	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000125084	1.3419581329154	-0.872033438898248	9.29005589036491	0.00230401130997314	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000254701	1.35410733485245	-1.44258803005176	9.25365689671424	0.0023502563921434	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000282221	-1.50479203088388	-0.474894577755553	9.20216470281873	0.00241729105276299	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000224858	1.69242905707086	-1.20738728735906	8.86775177847235	0.00290252383753834	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000260475	-1.19004170270459	-1.06482266111175	8.85250167455858	0.00292687457725764	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000273058	1.46270390515515	-1.61057932892828	8.84088203863144	0.00294556754172375	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000178917	0.789510958287301	1.55737580051455	8.77870763860156	0.00304767048529251	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000259775	1.5712101209159	-0.625325964378967	8.69882651515979	0.00318414972520227	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000278318	-1.29935612047502	-0.0650470691955367	8.66289381673421	0.00324755145445967	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000129538	-1.25628288990214	5.29065195041679	8.4392611441321	0.00367205413063078	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000196155	-0.901794834755292	3.98558973155411	8.12967937278047	0.00435464472519933	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000143164	0.371431245462696	5.55068078740672	7.83259049705679	0.00513125074486652	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000168243	-1.07083189486575	3.33330323053463	7.61663882690953	0.00578321777773246	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000128656	2.26209539232532	-0.992145025540187	7.53162093583418	0.00606253367601212	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000270804	-0.849875610302087	-0.698953193829759	7.53040568532454	0.00606662449644924	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000242114	-0.710342165284243	1.80336810074565	7.52499083875746	0.00608488641435918	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000231123	1.58257404411187	-0.823817826869336	7.4098368651425	0.00648682051141123	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000272888	-0.679547504061275	5.09046198819132	7.34475217115267	0.00672588035802303	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000062370	0.73090931852079	1.5792966995012	7.31027996688959	0.00685612443332027	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000104936	0.613350582222508	5.04884906807257	7.29925157514759	0.00689833392301659	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000065613	-0.809217943577822	7.96350140024046	7.27698082656602	0.00698438293701201	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000129048	1.4063405591226	1.08819129861993	7.20608584958801	0.00726567766817784	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000189129	-1.19662762497122	0.233134169312012	7.17355432133793	0.00739860439870362	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000221930	1.38723866293024	-1.65512505374515	7.15410223660476	0.0074792722296144	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000162129	-0.651245549781391	3.64286650781253	7.14968219347023	0.00749772716586246	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000035403	-0.901851115741578	7.29733001189162	7.13880152442255	0.00754335563528791	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000198225	0.740299272301032	-0.211246481312799	7.11501014409013	0.00764411714996235	0.999843370823296	Adults3	NEG_F	baseline_D2
ENSG00000272758	1.25705432500186	-0.464632844176588	7.07806140190623	0.00780333862664499	0.999843370823296	Adults3	NEG_F	baseline_D2
