gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	group
ENSG00000227232	36.921385988755	0.194742143081737	0.175064863900187	1.11239993419107	0.265966232913312	0.94076263969072	Elderly1_POS_F
ENSG00000268903	124.64599873207	0.208330874813281	0.381695333351229	0.545804091928937	0.585200610213023	0.993720250133898	Elderly1_POS_F
ENSG00000269981	90.4193512592167	0.232453900187264	0.411911410306163	0.564329839793675	0.572529677268682	0.992604442749802	Elderly1_POS_F
ENSG00000279457	105.140606039725	0.204059043278958	0.145874157581742	1.39887041448456	0.16185184595494	0.892926422931461	Elderly1_POS_F
ENSG00000228463	21.9984076951141	0.129895340572321	0.308293375607119	0.421336787780534	0.673509170725523	0.993957460864019	Elderly1_POS_F
ENSG00000225972	65.6541655842447	-0.167470525932384	0.200545433106711	-0.835075241246069	0.403675345850008	0.964747132309814	Elderly1_POS_F
ENSG00000225630	4194.09700087372	-0.0248612451765956	0.169430039093957	-0.146734577348524	0.883341525216845	0.995425839214948	Elderly1_POS_F
ENSG00000237973	1542.62619466046	-0.212761072518569	0.114954515885578	-1.85082831135007	0.064194256722274	0.868350259858113	Elderly1_POS_F
ENSG00000229344	274.460722234136	-0.124156119018648	0.186347186873054	-0.666262373486901	0.505243411199598	0.979693476330224	Elderly1_POS_F
ENSG00000248527	18770.0523157643	-0.104870533148069	0.15762647566481	-0.665310397290582	0.505851981783018	0.979693476330224	Elderly1_POS_F
ENSG00000198744	180.833488541985	-0.0375069629342491	0.183204889746687	-0.204726866112084	0.837785528844848	0.993957460864019	Elderly1_POS_F
ENSG00000228327	117.234857207703	0.0961450626407795	0.243332984492436	0.395117262221259	0.692756349799817	0.993957460864019	Elderly1_POS_F
ENSG00000237491	24.2994546626916	-0.0306052444776402	0.256179898227266	-0.119467782950281	0.904904762685764	0.997148422119897	Elderly1_POS_F
ENSG00000228794	169.701346266455	0.0765177066831264	0.0875784501819322	0.87370473585878	0.382279071201914	0.960526176264183	Elderly1_POS_F
ENSG00000188976	1199.41611573344	0.0852917939462043	0.0957608537579809	0.890674953272291	0.37310357553249	0.958751525473168	Elderly1_POS_F
ENSG00000187961	190.748903293179	0.290822609789278	0.179768581323029	1.61776105506832	0.105714102365433	0.870078586613384	Elderly1_POS_F
ENSG00000187583	215.595535772285	0.0868526723742724	0.345349164899746	0.251492348039949	0.801433477510596	0.993957460864019	Elderly1_POS_F
ENSG00000187642	91.3728540826419	0.135811481985544	0.363500813584295	0.373620847354856	0.708686421481938	0.993957460864019	Elderly1_POS_F
ENSG00000272512	72.7561655259985	0.16878647887925	0.287843260975799	0.586383291750718	0.557617969762843	0.989405217290713	Elderly1_POS_F
ENSG00000188290	404.201072009173	0.169298983835335	0.194128955728812	0.872095474885454	0.383156294569046	0.960526176264183	Elderly1_POS_F
ENSG00000187608	358.198434464406	0.324847475397894	0.304351947317083	1.06734153752418	0.285817637635051	0.942061038207158	Elderly1_POS_F
ENSG00000188157	6123.07425758929	0.222418331656652	0.133186967366481	1.6699706889837	0.0949251629600004	0.870078586613384	Elderly1_POS_F
ENSG00000217801	128.238033988414	-0.185267803307231	0.219446608460157	-0.844250018750543	0.398529709266815	0.964709793230484	Elderly1_POS_F
ENSG00000237330	240.24317217024	-0.040748450674946	0.318581440496115	-0.127905915082467	0.898223429940284	0.996226567675326	Elderly1_POS_F
ENSG00000131591	404.582858479555	0.107410692219518	0.138103961367623	0.777752434874752	0.436714973799499	0.971299507180423	Elderly1_POS_F
ENSG00000207730	50.9480475609955	-0.160859404093926	0.234297765008574	-0.686559703580782	0.492360229148718	0.978328144102456	Elderly1_POS_F
ENSG00000207607	30.7378299900517	-0.139342984808467	0.242829149530389	-0.573831375178576	0.566081914970868	0.991589820797013	Elderly1_POS_F
ENSG00000198976	77.4583655048982	-0.215830088906822	0.244844283744676	-0.881499398743937	0.378047579304483	0.958931705404309	Elderly1_POS_F
ENSG00000272141	420.943430844385	0.0174091340839966	0.195509160990484	0.089045106611879	0.929046062579866	0.997188768623415	Elderly1_POS_F
ENSG00000205231	114.615099063607	0.297408176241422	0.630665368521689	0.471578417154189	0.637227735063169	0.993957460864019	Elderly1_POS_F
ENSG00000162571	539.643459273338	0.326430234809084	0.536829310989651	0.608070811571944	0.543140510073672	0.986108628346256	Elderly1_POS_F
ENSG00000186891	249.673776866302	0.293571806324742	0.333124191997206	0.881268347893524	0.378172593550474	0.958931705404309	Elderly1_POS_F
ENSG00000078808	2777.50986529439	0.200055035203823	0.0873638325205589	2.28990681191493	0.0220267192752954	0.817282275622407	Elderly1_POS_F
ENSG00000176022	349.895528238187	0.100358708651615	0.0783124063860778	1.2815173646542	0.20001200466151	0.91584529281406	Elderly1_POS_F
ENSG00000160087	1067.73343329308	0.0273760718889653	0.107465485653427	0.254742922553314	0.798921662205866	0.993957460864019	Elderly1_POS_F
ENSG00000162572	93.8652154045075	-0.170125850041455	0.240239385147668	-0.708151371336899	0.478851260837472	0.976960743638209	Elderly1_POS_F
ENSG00000131584	1361.52053066338	0.131342138450093	0.145084959241987	0.905277425973755	0.365318432438631	0.956156241382314	Elderly1_POS_F
ENSG00000169972	284.663897893361	0.142851052309348	0.13960178026559	1.02327529088509	0.306177703103727	0.942061038207158	Elderly1_POS_F
ENSG00000127054	1343.14170766391	0.0672593479895398	0.0710265501713728	0.946960648197843	0.343658831649278	0.947759104206276	Elderly1_POS_F
ENSG00000240731	57.6552445755808	-0.200860810970232	0.172709316392248	-1.16299928206564	0.244829793707571	0.940249551680541	Elderly1_POS_F
