	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219
Other types of O-glycan biosynthesis	0.970873786407767	0.714611872146119	0.983823529411765	0.437810945273632	0.982785602503912	1	0.960629921259842	0.958230958230958	0.997506234413965	0.998678996036988	1	0.864347826086956	0.16025641025641	0.237347294938918	0.101010101010101	0.0861538461538462	0.269565217391304	0.985232067510548	0.937349397590361	0.527001862197393	0.143181818181818	0.201938610662359	0.99512987012987	0.474393530997305	0.879032258064516	0.971764705882353	0.747714808043876	0.853333333333333	0.553415061295972	0.403883495145631	0.358447488584475	0.761658031088083	0.140394088669951	1	0.975	0.480106100795756	0.98458904109589	0.839258114374034	0.888073394495413	0.423553719008264	1	0.433219178082192	0.822761194029851	0.861717612809316	0.494535519125683	0.609302325581395	0.993074792243767	0.998420221169036	0.962555066079295	0.283882783882784	0.835098335854766	0.418918918918919	0.109756097560976	0.447322970639033	0.98015873015873	0.98377581120944	0.98300283286119	0.898989898989899	0.377272727272727	0.994638069705094	0.875850340136054	0.736641221374046	1
Ovarian steroidogenesis	0.461095100864553	0.925754060324826	0.247011952191235	0.220472440944882	0.684892086330935	0.893155258764608	0.23132183908046	0.815151515151515	0.959090909090909	0.0421836228287841	0.478515625	0.943069306930693	0.681753889674682	0.661716171617162	0.440268456375839	0.71978021978022	0.150453955901427	0.29695885509839	0.708010335917313	0.306967984934087	0.126382306477093	0.437699680511182	0.139240506329114	0.115755627009646	0.107142857142857	0.689189189189189	0.172661870503597	0.0608108108108108	0.447643979057592	0.00642398286937901	0.4224	0.304597701149425	0.735694822888283	0.95968992248062	0.804347826086957	0.336448598130841	0.478468899521531	0.690780141843972	0.857142857142857	0.217564870259481	0.718840579710145	0.229591836734694	0.00725952813067151	0.752925877763329	0.65444287729196	0.948033707865168	0.013953488372093	0.916176470588235	0.00822368421052632	0.297794117647059	0.784203102961918	0.704414587332054	0.156593406593407	0.627172195892575	0.481081081081081	0.793388429752066	0.962837837837838	0.0628930817610063	0.411262798634812	0.992840095465394	0.526229508196721	0.941431670281996	0.053935860058309
Oxidative phosphorylation	0.024390243902439	1	0.217391304347826	0.0014367816091954	0.518041237113402	0.989821882951654	0.986486486486487	0.973611111111111	0.950191570881226	0.99010989010989	0.0339321357285429	0.122159090909091	0.973684210526316	0.00284090909090909	0.00840336134453781	1	0.0265486725663717	0.0562659846547315	0.969230769230769	0.297551789077213	1	0.039647577092511	0.822768434670116	1	0.467557251908397	0.00316455696202532	1	0.980125523012552	0.752608047690015	0.790286975717439	0.766272189349112	1	0.761744966442953	0.992937853107345	0.844444444444444	0.888888888888889	1	0.994832041343669	0.920091324200913	0.252066115702479	1	0.195592286501377	1	0.937149270482604	0.435105067985167	0.243093922651934	0.172966781214204	0.00796812749003984	0.229385307346327	0.114808652246256	1	0.608225108225108	1	0.886395511921459	1	0.916030534351145	0.263157894736842	0.0163934426229508	1	0.574074074074074	0.274096385542169	0.408482142857143	1
Oxytocin signaling pathway	0.619266055045872	1	0.570953436807095	0.673972602739726	0.783816425120773	0.991896272285251	0.829145728643216	0.81029810298103	0.594730238393977	0.107960741548528	0.350912778904665	0.994020926756353	0.356308411214953	0.858615611192931	0.101223581757508	0.125448028673835	0.0403930131004367	0.190355329949239	0.711864406779661	0.331905781584582	0.489851150202977	0.586550435865504	0.281637717121588	0.44963144963145	0.264840182648402	0.461200585651537	0.981967213114754	0.216768916155419	0.802098950524738	0.9198606271777	0.336647727272727	0.864583333333333	0.456989247311828	0.922758620689655	0.619363395225464	1	0.558739255014327	0.215384615384615	0.441426146010187	0.174442190669371	0.395454545454545	0.370992366412214	0.58477508650519	0.659737417943107	0.23696682464455	0.268028846153846	0.950276243093923	0.473145780051151	0.685714285714286	0.993254637436762	0.666280417149479	0.981851179673321	0.18876404494382	0.302543507362784	0.823151125401929	0.924528301886792	0.8	0.148351648351648	0.837758112094395	0.879832810867294	0.804054054054054	0.665454545454545	0.127837514934289
PI3K-Akt signaling pathway	0.00793650793650794	0.451063829787234	1	1	0.920305676855895	1	1	0.946107784431138	0.942148760330578	0.638492871690428	1	1	0.955602536997886	0.00344827586206897	0.583333333333333	0.00212089077412513	0.705882352941177	0.948757763975155	0.0981308411214953	0.00435729847494553	0.00121506682867558	0.0121951219512195	0.774193548387097	0.0010752688172043	0.00258397932816537	0.0144167758846658	0.123664122137405	1	0.00427350427350427	0.550522648083624	0.00127226463104326	0.428571428571429	0.00119617224880383	0.0808080808080808	0.512941176470588	0.0125	0.855140186915888	0.00909090909090909	0.479274611398964	0.129798903107861	0.946408209806157	0.00387596899224806	0.952456418383518	0.35	0.00107296137339056	0.015625	0.909552845528455	0.0930232558139535	0.96248382923674	0.00857142857142857	0.0010515247108307	0.00172117039586919	0.0947476828012358	0.00240384615384615	0.00301810865191147	0.954545454545455	0.00943396226415094	0.108273748723187	0.534950071326676	0.888888888888889	0.147619047619048	0.0325342465753425	0.00108695652173913
PPAR signaling pathway	0.824207492795389	0.293624161073825	0.982323232323232	0.667638483965015	0.856763925729443	0.349246231155779	1	0.0974842767295598	0.681818181818182	0.359763313609467	0.49800796812749	1	0.924603174603175	0.862433862433862	0.360635696821516	0.324146981627297	0.389952153110048	0.0442176870748299	0.751461988304094	0.978991596638655	0.939577039274924	0.75092936802974	0.671280276816609	0.884615384615385	0.66034155597723	0.971354166666667	0.521276595744681	0.719298245614035	0.970414201183432	0.273062730627306	0.657975460122699	0.678899082568807	0.633846153846154	0.107255520504732	0.996904024767802	0.603932584269663	0.728888888888889	0.935047361299053	0.536324786324786	0.826347305389222	0.973011363636364	0.370466321243523	0.0940325497287523	0.91030303030303	0.865229110512129	0.952443857331572	0.600490196078431	0.0162337662337662	0.976228209191759	0.0116009280742459	0.82133676092545	0.12015503875969	0.165228113440197	0.479820627802691	0.641598119858989	0.252173913043478	0.480314960629921	0.134131736526946	0.416260162601626	0.813273340832396	0.0694864048338369	0.548913043478261	0.981308411214953
Pancreatic cancer	0.318327974276527	1	1	0.982035928143713	0.232	0.118251928020566	1	1	0.870175438596491	1	1	0.947916666666667	0.040983606557377	0.195767195767196	0.010752688172043	0.509138381201044	0.0368098159509202	0.921926910299003	0.178674351585014	0.116424116424116	0.156862745098039	0.165441176470588	0.602836879432624	0.901445466491459	0.0418410041841004	0.997395833333333	1	0.074468085106383	0.00578034682080925	0.81140350877193	0.0213414634146341	0.980952380952381	0.45037037037037	1	1	0.00344827586206897	1	0.0037593984962406	0.938405797101449	0.310483870967742	0.996587030716723	0.0455696202531646	0.959821428571429	0.0564971751412429	0.712582781456954	0.00858369098712446	1	0.459459459459459	0.829420970266041	0.432692307692308	0.728662420382166	0.967495219885277	0.821428571428571	0.765765765765766	0.967555040556199	0.0053475935828877	0.0163265306122449	0.938461538461538	0.312803889789303	0.00909090909090909	1	1	0.204724409448819
Pancreatic secretion	0.0327272727272727	0.143801652892562	0.692216981132076	0.929230769230769	0.56640625	0.332506203473945	0.542932628797886	0.578059071729958	0.815217391304348	0.23155505107832	0.118609406952965	0.674085850556439	0.543269230769231	0.564308681672026	0.468134414831981	0.00126103404791929	0.0630105017502917	0.902640264026403	0.280120481927711	0.131826741996234	0.911894273127753	0.392422192151556	0.0116731517509728	0.944801026957638	0.00634249471458774	0.460587326120556	0.30016583747927	0.105656350053362	0.0301204819277108	0.361050328227571	0.24813153961136	0.942826321467098	0.171631205673759	0.237179487179487	0.785813630041725	0.0919117647058824	0.694814814814815	0.530401034928849	0.159192825112108	0.0775347912524851	0.535075653370014	0.584269662921348	0.394642857142857	0.811188811188811	0.0268199233716475	0.37219730941704	0.591334894613583	0.666666666666667	0.260188087774295	0.172661870503597	0.174074074074074	0.797008547008547	0.733900364520049	0.028169014084507	0.337116912599319	0.881578947368421	0.0308370044052863	0.154816513761468	0.372854914196568	0.278481012658228	0.463949843260188	0.0795053003533569	0.0012853470437018
Pantothenate and CoA biosynthesis	0.286666666666667	0.748898678414097	0.627167630057804	0.273838630806846	0.93944099378882	0.75531914893617	0.252380952380952	0.756756756756757	0.472361809045226	0.72265625	0.918864097363083	0.924829157175399	0.108064516129032	0.827102803738318	0.0582241630276565	0.715994020926756	0.685212298682284	0.949579831932773	0.800341296928328	0.105831533477322	0.615942028985507	0.484771573604061	0.173553719008264	0.0626959247648903	0.378486055776892	0.332737030411449	0.00437636761487965	0.234042553191489	0.608391608391608	0.876172607879925	0.235602094240838	0.145228215767635	0.960687960687961	0.177740863787375	0.498299319727891	0.74025974025974	0.667235494880546	0.937694704049844	0.478165938864629	0.193675889328063	0.980165289256198	0.996503496503496	0.0944123314065511	0.574404761904762	0.3504	0.610328638497653	0.609427609427609	0.494488188976378	0.780530973451327	0.349450549450549	0.0168195718654434	0.985046728971963	0.671732522796353	0.569444444444444	0.0894308943089431	0.547761194029851	0.0446570972886762	0.0755813953488372	0.386516853932584	0.97372060857538	0.100172711571675	0.889733840304182	0.0956521739130435
Parathyroid hormone synthesis, secretion and action	0.0778210116731518	0.102439024390244	0.782352941176471	0.386138613861386	0.989556135770235	0.749180327868852	0.188284518828452	0.827702702702703	0.464429530201342	0.226966292134831	0.950787401574803	1	0.99874213836478	0.0555555555555556	0.944444444444444	0.00753768844221105	0.461449942462601	0.157216494845361	0.176470588235294	0.0190677966101695	0.00142450142450142	0.993342210386152	0.409090909090909	0.135443037974684	0.0126849894291755	0.0277777777777778	0.791979949874687	0.945454545454545	0.014792899408284	0.991071428571429	0.00598802395209581	0.208333333333333	0.00855920114122682	0.416938110749186	0.223001402524544	0.0226415094339623	0.971768202080238	0.0179372197309417	0.624161073825503	0.298624754420432	0.99604743083004	0.986338797814208	0.977611940298508	0.823596792668958	0.0376411543287327	0.229268292682927	0.282442748091603	0.764945652173913	0.037593984962406	0.0987341772151899	0.0807833537331701	0.352165725047081	0.0155502392344498	0.0800561797752809	0.810112359550562	0.00699300699300699	0.00873362445414847	0.322727272727273	0.156923076923077	0.0983606557377049	0.557037037037037	0.292196007259528	0.042875157629256
Parkinson disease	0.97907949790795	1	0.713235294117647	0.00141442715700141	0.780548628428928	0.154093097913323	0.93173198482933	0.998613037447989	0.4	0.63526834611172	0.167338709677419	0.573816155988858	1	0.00285714285714286	0.0087719298245614	1	0.00961538461538462	0.0878552971576227	1	0.693726937269373	0.993036211699164	0.159817351598174	0.594072164948454	0.878940731399748	0.587591240875912	0.0156739811912226	0.929883138564274	0.995841995841996	1	0.611363636363636	0.164963503649635	1	1	0.333333333333333	1	0.996068152031455	1	0.974424552429668	0.997752808988764	1	1	1	0.923487544483986	0.8587319243604	0.279357231149567	0.670588235294118	0.776896942242356	0.648760330578512	0.515789473684211	0.417362270450751	0.931279620853081	1	0.798133022170362	0.31636863823934	0.667031763417306	0.133333333333333	0.995024875621891	0.114754098360656	0.98159509202454	1	0.370253164556962	0.735807860262009	1
Pathogenic Escherichia coli infection	1	0.649913344887348	0.981554677206851	1	0.948805460750853	0.797297297297297	0.310457516339869	0.515648286140089	0.941348973607038	0.609336609336609	0.913480885311871	0.843234323432343	0.99597855227882	0.00503778337531486	0.178403755868545	0.704545454545455	0.884130982367758	0.980599647266314	0.893258426966292	0.817582417582418	0.00611620795107034	0.0335570469798658	0.958860759493671	0.607344632768362	0.65553235908142	0.556291390728477	0.730512249443207	0.765375854214123	0.184210526315789	0.342794759825328	0.112877583465819	0.698823529411765	0.116843702579666	0.499245852187029	0.777777777777778	0.264331210191083	0.6156202143951	0.393382352941176	0.927342256214149	0.838323353293413	0.537202380952381	0.938211382113821	0.803532008830022	0.718170580964153	0.0150684931506849	0.96309963099631	0.0153061224489796	0.996753246753247	0.892561983471074	0.934426229508197	0.128552097428958	0.857142857142857	0.572751322751323	0.0737327188940092	0.567857142857143	0.58695652173913	0.52158273381295	0.431707317073171	0.202702702702703	0.344370860927152	0.980922098569157	0.914656771799629	0.93619972260749
Pathways in cancer	0.0126582278481013	0.785225718194254	1	0.970657276995305	0.961215932914046	1	1	1	1	0.79037111334002	1	1	1	0.00364963503649635	0.166666666666667	0.016580310880829	0.720160481444333	0.840601503759398	0.0364963503649635	0.00477326968973747	0.0011454753722795	0.025	0.853658536585366	0.00104275286757039	0.00285714285714286	0.900120336943442	0.328034682080925	0.998001998001998	0.00515463917525773	0.567521367521368	0.00118343195266272	NA	0.0124858115777526	0.315665488810365	0.610132158590308	0.0105263157894737	0.166666666666667	0.0163934426229508	1	0.92280701754386	0.994617868675996	0.00448430493273543	0.811145510835913	1	0.0332640332640333	0.03125	0.93574297188755	1	0.791615289765721	0.0479233226837061	0.0060790273556231	0.00170357751277683	0.282828282828283	0.0258717660292463	0.0631895687061184	0.8	0.0196078431372549	0.374497991967871	1	1	0.349397590361446	0.0267111853088481	0.00518672199170124
Pentose and glucuronate interconversions	0.0994764397905759	0.654513888888889	0.0357142857142857	0.404145077720207	0.814159292035398	0.401396160558464	0.964992389649924	0.152974504249292	0.664864864864865	0.0521739130434783	0.809145129224652	0.993174061433447	0.0438871473354232	0.854757929883139	0.96100278551532	0.0760401721664275	0.00732600732600733	0.60075329566855	0.281167108753316	0.148571428571429	0.038265306122449	0.581325301204819	0.123943661971831	0.579025110782866	0.0967741935483871	0.454767726161369	0.288073394495413	0.933085501858736	0.224315068493151	0.47008547008547	0.601666666666667	0.950124688279302	0.00242130750605327	0.0392670157068063	0.90547263681592	0.0879765395894428	0.816753926701571	0.106104651162791	0.886363636363636	0.624277456647399	0.231950844854071	0.650485436893204	0.115384615384615	0.142857142857143	0.287009063444109	0.135384615384615	0.825396825396825	0.406077348066298	0.906103286384977	0.0378619153674833	0.0256410256410256	0.11787072243346	0.95049504950495	0.787564766839378	0.0043859649122807	0.714086471408647	0.10126582278481	0.0263157894736842	0.796728971962617	0.0606060606060606	0.0324189526184539	0.27134724857685	0.937125748502994
Pentose phosphate pathway	0.987361769352291	0.13893653516295	0.763513513513513	0.987240829346092	0.273255813953488	0.928074245939675	0.0260869565217391	0.661442006269592	0.93717277486911	0.536885245901639	0.865758754863813	0.995110024449878	0.658753709198813	0.953703703703704	0.73249299719888	1	0.858695652173913	0.449248120300752	0.70757180156658	0.951965065502183	0.973898858075041	0.56732223903177	0.971742543171115	0.911854103343465	0.945179584120983	0.977815699658703	0.420183486238532	0.907317073170732	0.324090121317158	0.0721868365180467	0.4	0.449184441656211	0.422062350119904	0.816528925619835	1	0.667605633802817	0.617414248021108	0.0979228486646884	0.0449438202247191	0.674509803921569	0.204334365325077	0.888513513513513	0.646616541353383	0.99859747545582	0.646879756468798	0.953101361573374	0.894165535956581	0.970125786163522	0.975438596491228	0.644760213143872	0.829850746268657	0.73469387755102	0.576368876080692	1	0.162393162393162	0.582260371959943	0.531571218795888	0.601078167115903	0.960829493087558	0.996216897856242	0.639316239316239	0.951923076923077	0.976083707025411
Peroxisome	0.987234042553191	0.196078431372549	0.995151515151515	0.211453744493392	1	1	1	0.71523178807947	1	1	0.125252525252525	1	0.605228758169935	0.0888157894736842	0.422062350119904	0.991228070175439	0.992899408284024	1	0.92816091954023	0.2734375	0.318885448916409	0.0231923601637108	0.317307692307692	0.657407407407407	0.583489681050657	1	0.0528169014084507	0.501082251082251	0.121987951807229	0.455555555555556	0.0271084337349398	0.577433628318584	0.359223300970874	0.83187134502924	0.331189710610932	0.993055555555556	1	0.017426273458445	0.928888888888889	0.973630831643002	0.919107391910739	0.0923824959481361	0.616087751371115	0.838671411625148	0.134146341463415	0.533159947984395	0.591463414634146	1	0.28808864265928	0.106306306306306	0.993630573248408	0.0164609053497942	0.419354838709677	0.707602339181287	0.206106870229008	0.623049219687875	0.283093053735256	0.976635514018692	0.172131147540984	0.269788182831661	1	0.658482142857143	0.15
Pertussis	0.0299003322259136	0.765993265993266	0.780397022332506	0.0654761904761905	0.00395256916996047	0.443877551020408	0.729986431478969	0.340836012861736	0.97489539748954	0.0164319248826291	0.957317073170732	0.170984455958549	0.745430809399478	0.00266666666666667	0.0802139037433155	0.537859007832898	0.969157769869514	0.753768844221106	0.158959537572254	0.00206185567010309	0.00149925037481259	0.175182481751825	0.906685236768802	0.00131061598951507	0.640151515151515	0.142857142857143	0.0369515011547344	0.0114942528735632	0.0028735632183908	0.0238611713665944	0.00152439024390244	0.00970873786407767	0.00146842878120411	0.320644216691069	0.0058055152394775	0.0247349823321555	0.3125	0.00381679389312977	0.298013245033113	0.00204081632653061	0.19047619047619	0.313531353135314	0.794964028776978	0.980582524271845	0.207397622192867	0.00425531914893617	0.00561797752808989	0.0907801418439716	0.0156494522691706	0.0117370892018779	0.00127388535031847	0.444656488549618	0.00123915737298637	0.00150829562594268	0.037122969837587	0.224043715846995	0.59349593495935	0.00118906064209275	0.00158730158730159	0.00917431192660551	0.519402985074627	0.00904159132007233	0.299605781865966
Phagosome	0.0622222222222222	0.00465116279069767	0.993243243243243	0.0583941605839416	0.0809248554913295	0.98974358974359	1	0.985185185185185	0.87515923566879	0.744820065430752	1	0.879154078549849	0.283687943262411	0.00294117647058824	0.967670011148272	0.102870813397129	0.656078860898138	0.540362438220758	0.00350877192982456	0.0087527352297593	0.00136425648021828	0.357843137254902	1	0.00122249388753056	0.101351351351351	0.120234604105572	0.0906801007556675	0.04	0.00303951367781155	0.102739726027397	0.00143884892086331	0.0222222222222222	0.00136798905608755	0.608333333333333	0.79205298013245	0.186147186147186	1	0.00497512437810945	0.901639344262295	0.00778210116731518	0.631782945736434	0.975270479134467	1	0.454545454545455	0.00121065375302663	0.00613496932515337	0.00961538461538462	1	0.0028735632183908	0.0441176470588235	0.00114942528735632	0.347583643122677	0.00113122171945701	0.0314207650273224	0.140256959314775	0.941747572815534	0.134831460674157	0.0021953896816685	0.0075642965204236	0.025	0.647058823529412	0.0017825311942959	0.840579710144927
Phenylalanine metabolism	0.941275167785235	0.594890510948905	0.17536231884058	0.042654028436019	0.372340425531915	0.615384615384615	0.382594417077176	0.521428571428571	0.969798657718121	0.894664842681259	0.271629778672032	0.505694760820046	0.475949367088608	0.651943462897526	0.0790629575402635	0.490769230769231	0.214076246334311	0.413084112149533	0.889975550122249	0.456561922365989	0.441071428571429	0.609797297297297	0.720930232558139	0.337837837837838	0.907815631262525	0.797891036906854	0.782846715328467	0.699859747545582	0.405693950177936	0.794979079497908	0.623873873873874	0.295148247978437	0.530988274706868	0.847863247863248	0.96875	0.473083197389886	0.69212962962963	0.909810126582278	0.749049429657795	0.294589178356713	0.376644736842105	0.786596119929453	0.506930693069307	0.142857142857143	0.550387596899225	0.697388632872504	0.0786885245901639	0.846774193548387	0.0570902394106814	0.515086206896552	0.175465838509317	0.979047619047619	0.478915662650602	0.129757785467128	0.323741007194245	0.232415902140673	0.827027027027027	0.979768786127168	0.342440801457195	0.287087912087912	0.701176470588235	0.854406130268199	0.894080996884735
Phosphatidylinositol signaling system	0.992647058823529	1	1	0.873362445414847	1	0.707070707070707	1	0.734006734006734	1	1	1	1	0.336585365853659	1	1	0.376738305941846	0.830429732868757	1	0.185294117647059	0.343815513626834	1	1	0.844897959183673	0.972602739726027	0.134903640256959	0.920245398773006	1	0.98828541001065	0.905604719764012	0.996389891696751	0.687218045112782	0.863013698630137	0.893835616438356	0.624584717607973	0.988857938718663	0.619565217391304	1	0.137931034482759	0.957142857142857	0.8	0.440054495912807	0.406685236768802	0.0836363636363636	1	0.727503168567807	0.422727272727273	0.927738927738928	0.929368029739777	0.714946070878274	0.341288782816229	0.372986369268897	0.838649155722326	0.776583034647551	0.97316384180791	0.0655737704918033	0.329411764705882	0.305676855895196	0.537757437070938	0.997191011235955	1	0.278996865203762	0.748239436619718	0.505806451612903
Phospholipase D signaling pathway	0.782222222222222	1	0.980855855855856	0.991758241758242	0.985524728588661	0.938461538461538	0.581885856079404	1	0.531210191082803	0.107960741548528	0.996131528046422	0.985294117647059	0.536643026004728	0.923529411764706	0.355629877369008	0.0179425837320574	0.671412924424973	0.969620253164557	0.480701754385965	0.538293216630197	0.795361527967258	0.840852130325815	0.989949748743719	0.410757946210269	0.52027027027027	0.458944281524927	0.930578512396694	0.884339815762538	0.930091185410334	0.99822695035461	0.215827338129496	0.923719958202717	0.039671682626539	0.448611111111111	0.615894039735099	1	0.748344370860927	0.717852684144819	0.946086956521739	0.952868852459016	0.542635658914729	0.922720247295209	0.0069204152249135	0.49562363238512	0.383777239709443	0.815256257449344	0.994432071269488	1	0.531609195402299	0.522058823529412	0.0735632183908046	0.819702602230483	0.170814479638009	0.344262295081967	0.390792291220557	0.96551724137931	0.98876404494382	0.00987925356750823	0.827534039334342	0.958419958419958	0.795977011494253	0.848484848484849	0.155797101449275
Phototransduction	0.665071770334928	0.396853146853147	0.52865329512894	0.478688524590164	0.0356037151702786	0.636568848758465	0.619195046439629	0.847545219638243	0.251612903225806	0.0369393139841689	0.330661322645291	0.522689075630252	0.234463276836158	0.0785219399538106	0.0996563573883162	0.173590504451039	0.204702627939142	0.214592274678112	0.819796954314721	0.326047358834244	0.631828978622328	0.675465838509317	0.502340093603744	0.101208459214502	0.426229508196721	0.974178403755869	0.824057450628366	0.0501285347043702	0.69449378330373	0.00187265917602996	0.448873483535529	0.75462962962963	0.377171215880893	0.266666666666667	0.272727272727273	0.830696202531646	0.430948419301165	0.369186046511628	0.330922242314647	0.0468431771894094	0.00539083557951483	0.165024630541872	0.30952380952381	0.628776978417266	0.156914893617021	0.665706051873199	0.0784844384303112	0.328616352201258	0.464788732394366	0.441176470588235	0.754050073637702	0.180360721442886	0.440406976744186	0.447941888619855	0.810666666666667	0.2125	0.214705882352941	0.123268698060942	0.18140589569161	0.707096774193548	0.132075471698113	0.297741273100616	0.167950693374422
Platelet activation	0.00840336134453781	0.0361067503924647	0.405797101449275	0.820846905537459	0.985365853658537	0.994750656167979	0.872151898734177	0.995839112343967	0.966942148760331	0.429515418502203	0.970059880239521	0.598885793871866	0.788063337393423	0.00845070422535211	0.835585585585586	0.00738007380073801	0.531914893617021	0.795161290322581	0.681388012618297	0.406852248394004	0.338959212376934	0.0938967136150235	0.369565217391304	0.00126422250316056	0.00858369098712446	0.215226939970717	0.919463087248322	0.807291666666667	0.140298507462687	0.943820224719101	0.00147275405007364	0.957582184517497	0.139800285306705	0.871369294605809	0.721917808219178	0.570212765957447	1	0.00440528634361234	0.182300884955752	0.108949416342412	0.576158940397351	0.578804347826087	1	0.815848214285714	0.0160098522167488	0.61849710982659	0.924914675767918	0.0199203187250996	0.198507462686567	0.629353233830846	0.00591715976331361	0.803468208092486	0.168618266978923	0.00138888888888889	0.0568927789934354	0.0578512396694215	0.0829268292682927	0.00793650793650794	0.104072398190045	0.113207547169811	0.958466453674121	0.611721611721612	0.146067415730337
