	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219
Cytosolic DNA-sensing pathway	0.97910447761194	0.995327102803738	0.618543046357616	0.470254957507082	0.0510204081632653	0.938118811881188	0.526695526695527	0.975683890577508	0.188059701492537	0.639950678175092	0.973790322580645	0.0276381909547739	0.904696132596685	0.032994923857868	0.00448430493273543	0.649526387009472	0.320175438596491	0.971428571428571	0.0533707865168539	0.0021551724137931	0.00156985871271586	0.473333333333333	0.0579710144927536	0.00140449438202247	0.050682261208577	0.27603305785124	0.993258426966292	0.976744186046512	0.00269541778975741	0.0518358531317495	0.0353130016051364	0.777777777777778	0.00150602409638554	0.405238828967643	0.480680061823802	0.95924308588064	0.565084226646248	0.0142857142857143	1	0.00199203187250996	0.993957703927492	0.291873963515755	0.570806100217865	0.641025641025641	0.0376569037656904	0.0541516245487365	0.00518134715025907	0.143478260869565	0.403624382207578	0.934065934065934	0.00547945205479452	0.0156862745098039	0.00534045393858478	0.2296875	0.099273607748184	0.995833333333333	0.108635097493036	0.044280442804428	0.0439189189189189	0.025	0.996840442338073	0.0727611940298507	0.659186535764376
DNA replication	0.996815286624204	0.459396751740139	0.995901639344262	0.014446227929374	0.416666666666667	1	0.97593984962406	0.979559748427673	0.0732394366197183	0.969298245614035	0.707661290322581	1	0.0791139240506329	0.00249376558603491	0.00383141762452107	0.259515570934256	0.0148148148148148	0.0074487895716946	0.025974025974026	0.0133843212237094	0.994708994708995	0.963072378138848	0.903790087463557	0.299120234604106	0.291489361702128	0.00968523002421308	0.0272727272727273	0.0285714285714286	0.493796526054591	0.991578947368421	0.00490998363338789	1	0.0397022332506203	0.747588424437299	0.169712793733681	0.0630372492836676	0.0131578947368421	0.289772727272727	0.943181818181818	0.86734693877551	0.727536231884058	0.053921568627451	0.0168421052631579	0.0458015267175573	0.258358662613982	0.108974358974359	0.326693227091633	0.0529411764705882	0.0829493087557604	1	0.931818181818182	0.998095238095238	0.00338983050847458	0.289763779527559	0.010126582278481	0.00706713780918728	0.113268608414239	0.00420168067226891	0.742268041237113	0.0101010101010101	0.912408759124088	0.748571428571429	0.171851851851852
Dilated cardiomyopathy (DCM)	0.432584269662921	0.593698175787728	0.191051995163241	0.5466472303207	0.12962962962963	0.330536912751678	0.841610738255034	0.326271186440678	0.69429347826087	0.453917050691244	0.470238095238095	0.390322580645161	0.0692307692307692	0.42512077294686	0.0862884160756501	0.0574712643678161	0.00117370892018779	0.951986754966887	0.431952662721893	0.409001956947162	0.0658857979502196	0.448509485094851	0.344262295081967	0.692982456140351	0.250530785562633	0.135135135135135	0.978984238178634	0.0108225108225108	0.446376811594203	0.394594594594595	0.719512195121951	0.251372118551043	0.0581560283687943	0.337209302325581	0.664295874822191	0.199724517906336	0.203592814371257	0.564343163538874	0.520282186948854	0.947791164658635	0.28072625698324	0.0395569620253165	0.974499089253188	0.678696158323632	0.00130890052356021	0.030729833546735	0.033214709371293	0.877291960507757	0.00828729281767956	0.46286701208981	0.828715365239295	0.637931034482759	0.137973137973138	0.384943181818182	0.101021566401816	0.290361445783133	0.419768934531451	0.352459016393443	0.900277008310249	0.387732749178532	0.891176470588235	0.26605504587156	0.688630490956072
Dopaminergic synapse	0.995594713656388	0.604904632152589	0.651376146788991	0.818311874105865	0.534969325153374	0.450567260940032	0.938679245283019	0.363309352517986	0.957627118644068	0.635371179039301	0.640495867768595	0.896024464831804	0.980746089049338	0.282420749279539	0.655405405405405	0.00244498777506112	0.138857782754759	0.748051948051948	0.929032258064516	0.503703703703704	0.776056338028169	1	0.998726114649682	0.409713574097136	0.074398249452954	0.476780185758514	0.733224222585925	0.363917525773196	1	0.609649122807018	0.255380200860832	0.719298245614035	0.676975945017182	0.740072202166065	0.686221009549795	0.610619469026549	0.861027190332326	0.343511450381679	0.740046838407494	0.242105263157895	0.931488801054018	0.313364055299539	0.429078014184397	0.959183673469388	0.792592592592593	0.931407942238267	0.754802259887006	0.978540772532189	0.225	0.995157384987893	0.121749408983452	0.774436090225564	0.448074679113186	0.372093023255814	0.895833333333333	0.542372881355932	0.229268292682927	0.0679287305122494	0.900302114803625	0.837526205450734	0.78328173374613	0.598181818181818	0.396766169154229
Drug metabolism	0.736220472440945	0.2421875	0.622065727699531	0.265804597701149	0.417852522639069	0.996726677577741	0.995918367346939	0.774744027303754	0.900671140939597	0.983221476510067	0.491935483870968	1	0.757196495619524	0.303265940902022	0.131278538812785	0.637254901960784	0.466165413533835	0.997435897435897	0.506726457399103	0.0151515151515152	0.0132890365448505	0.0319573901464714	0.336099585062241	0.849872773536896	0.497907949790795	0.254237288135593	0.723051409618574	0.374337221633086	0.00152671755725191	0.805755395683453	0.114803625377644	0.804090419806243	0.00335570469798658	0.370157819225251	0.154277699859748	0.923809523809524	0.978593272171254	0.00641848523748395	0.927404718693285	0.90650406504065	0.832	0.866666666666667	0.132710280373832	0.652522935779816	0.833333333333333	0.410804020100502	0.737385321100917	0.670411985018727	0.722054380664653	0.831404958677686	0.473105134474328	0.413207547169811	0.633971291866029	0.568965517241379	0.821748878923767	0.202115158636898	0.492903225806452	0.135593220338983	0.0888252148997135	0.58955223880597	0.718100890207715	0.0540540540540541	0.502347417840376
ECM-receptor interaction	0.0134680134680135	0.168350168350168	0.299435028248588	0.632398753894081	0.528150134048257	0.515806988352745	0.756756756756757	0.364238410596026	0.964664310954064	0.676401869158878	0.575757575757576	0.669918699186992	0.0717299578059072	0.00253807106598985	0.95083932853717	0.00387596899224806	0.0615384615384615	0.319112627986348	0.472477064220183	0.489795918367347	0.209131075110457	0.00371747211895911	0.543795620437956	0.162698412698413	0.00426439232409382	0.0380952380952381	0.0422535211267606	0.724025974025974	0.0029585798816568	0.00925925925925926	0.00149253731343284	0.423672566371681	0.633477633477634	0.0087719298245614	0.581765557163531	0.099290780141844	0.243161094224924	0.00390625	0.953333333333333	0.108055009823183	0.741980474198047	0.0363636363636364	0.27032967032967	0.314465408805031	0.202380952380952	0.0128755364806867	0.022673031026253	0.00328947368421053	0.00277008310249307	0.00223713646532438	0.481528662420382	0.00193798449612403	0.775735294117647	0.00146198830409357	0.00229621125143513	0.863905325443787	0.00418410041841004	0.827102803738318	0.650273224043716	0.539576365663322	0.0495356037151703	0.63898916967509	0.0380577427821522
Endocrine and other factor-regulated calcium reabsorption	0.563253012048193	0.130662020905923	0.98937583001328	0.436619718309859	0.170731707317073	0.616949152542373	0.264214046822742	0.669540229885057	0.553892215568862	1	0.438	0.6025	0.367132867132867	0.907960199004975	0.685378590078329	0.0192043895747599	0.327342747111682	0.962365591397849	0.882911392405063	0.0770925110132159	0.80564263322884	0.893982808022923	0.550819672131148	0.994334277620397	0.261603375527426	0.178451178451178	0.946983546617916	0.410672853828306	0.435013262599469	0.0813186813186813	0.1168	0.520958083832335	0.811059907834101	0.848739495798319	0.934844192634561	0.492211838006231	0.741666666666667	0.682137834036568	0.570212765957447	0.310344827586207	0.0779610194902549	0.919191919191919	0.995604395604396	0.876106194690266	0.0606488011283498	0.39527027027027	0.810366624525917	0.759420289855072	0.0490998363338789	0.0570175438596491	0.495159059474412	0.588357588357588	0.457374830852503	0.588732394366197	0.652281134401973	0.223140495867769	0.023972602739726	0.857318573185732	0.55	0.949112426035503	0.308510638297872	0.899065420560748	0.145275035260931
Endocytosis	1	0.70919881305638	1	0.301801801801802	1	1	1	1	1	1	1	1	1	0.00311526479750779	0.25	0.0633333333333333	1	1	0.110671936758893	0.00227272727272727	0.13992297817715	0.025	1	0.859569648924122	0.17	0.981944444444444	1	NA	0.120754716981132	0.799076212471132	0.0228802153432032	0.0666666666666667	0.228535353535354	1	1	0.0894736842105263	1	0.00719424460431655	1	1	1	0.975438596491228	1	1	0.115684093437152	0.0421052631578947	0.027027027027027	0.885542168674699	0.172086720867209	0.774798927613941	0.163596966413868	1	0.437367303609342	0.650190114068441	1	0.0256410256410256	0.0364963503649635	0.190325972660358	0.869692532942899	0.214285714285714	1	1	1
Endometrial cancer	0.384384384384384	1	1	0.293394777265745	0.984743411927878	1	1	0.811940298507463	0.225806451612903	1	1	1	0.758620689655172	0.993421052631579	0.0917874396135266	0.345108695652174	0.990147783251232	0.997647058823529	0.030812324929972	0.819196428571429	0.935975609756098	0.724489795918367	1	0.913719943422914	0.570247933884298	0.974704890387858	1	0.347826086956522	0.113888888888889	1	0.882260596546311	1	0.957767722473605	0.673352435530086	0.974397590361446	0.0253164556962025	1	0.897810218978102	1	0.882591093117409	0.516129032258065	0.72680412371134	1	0.679802955665025	0.953237410071942	1	1	0.147335423197492	0.368421052631579	1	1	1	0.977660972404731	1	0.0734463276836158	0.0275229357798165	0.0147058823529412	0.992619926199262	0.8725	0.933333333333333	0.998466257668712	0.998154981549816	0.556016597510373
Epithelial cell signaling in Helicobacter pylori infection	0.0252365930599369	1	1	0.936416184971098	0.983673469387755	0.969151670951157	1	0.997058823529412	0.807637906647808	0.473621103117506	1	0.753213367609255	0.250980392156863	0.00519480519480519	0.0648648648648649	0.445623342175066	0.435483870967742	1	0.981707317073171	0.0942982456140351	0.36849925705795	0.172661870503597	0.467576791808874	0.0702702702702703	0.0291060291060291	0.967213114754098	0.289719626168224	0.911111111111111	0.506925207756233	0.0980392156862745	0.0981873111782477	0.0234375	0.122754491017964	0.993846153846154	0.530014641288433	0.722972972972973	0.94578313253012	0.00727272727272727	0.979362101313321	0.406570841889117	0.101587301587302	0.0284237726098191	1	0.982926829268293	0.170241286863271	0.127049180327869	0.00526315789473684	1	0.0704225352112676	0.369515011547344	0.0406290956749672	0.136882129277567	0.0353089533417402	0.696428571428571	0.866745283018868	0.393939393939394	0.14176245210728	0.361416361416361	0.1630615640599	0.00775193798449612	0.320061255742726	0.338768115942029	0.035667107001321
Epstein-Barr virus infection	1	0.573134328358209	1	0.729083665338645	0.00666666666666667	0.0820512820512821	0.586248492159228	1	0.896373056994819	0.974630021141649	1	0.260450160771704	0.574660633484163	0.00302114803625378	0.985915492957746	0.981609195402299	1	0.416666666666667	0.00377358490566038	0.0022075055187638	0.00130548302872063	0.072289156626506	0.595693779904306	0.00117647058823529	0.0754716981132075	0.921428571428571	0.997354497354497	0.1	0.00327868852459016	0.00231481481481481	0.00138888888888889	0.04	0.00128700128700129	0.0386666666666667	0.083547557840617	0.97029702970297	0.222523744911805	0.00598802395209581	1	0.00191204588910134	1	0.988183161004431	0.836829836829837	0.0178571428571429	0.239620403321471	0.00813008130081301	0.789473684210526	0.418250950570342	0.928571428571429	1	0.00334821428571429	0.0606060606060606	0.0350109409190372	1	0.49843912591051	0.0923076923076923	1	0.0172413793103448	0.00591715976331361	0.04	0.994616419919246	0.00892857142857143	0.95707656612529
ErbB signaling pathway	1	0.990049751243781	0.991556091676719	0.883652430044183	0.9867197875166	0.998307952622673	0.992307692307692	0.986111111111111	1	0.889663182346109	0.216269841269841	0.979381443298969	0.340807174887892	0.328083989501312	0.990487514863258	0.152652005174644	1	1	0.364457831325301	0.26844262295082	0.491304347826087	0.617977528089888	1	0.574002574002574	0.0126582278481013	0.584786053882726	0.984070796460177	0.937365010799136	0.197101449275362	0.949115044247788	0.236641221374046	0.651685393258427	1	1	0.45042492917847	0.857651245551601	1	0.0316205533596838	0.99820788530466	0.798418972332016	0.969283276450512	0.244736842105263	0.231884057971014	0.827586206896552	0.420157068062827	0.222727272727273	0.980891719745223	0.800675675675676	0.351393188854489	0.973621103117506	0.165621079046424	0.440384615384615	0.111383108935129	1	0.984054669703872	0.38728323699422	0.00423728813559322	0.99529964747356	1	1	1	0.508166969147005	0.099740932642487
Estrogen signaling pathway	0.00448430493273543	0.103448275862069	0.261904761904762	0.986013986013986	0.188725490196078	0.980830670926518	0.813725490196078	0.967857142857143	0.967866323907455	0.800219538968167	0.693089430894309	0.997076023391813	0.00602409638554217	0.00288184438040346	0.00892857142857143	0.00121654501216545	0.23196448390677	0.925	0.869814020028612	0.642857142857143	0.0598052851182197	0.171428571428571	0.00975609756097561	0.468788249694002	0.00224719101123596	0.0261248185776488	0.779411764705882	1	0.0216049382716049	0.695150115473441	0.00143266475644699	0.846477392218717	0.169611307420495	0.980716253443526	0.637228260869565	0.00429184549356223	0.126582278481013	0.004739336492891	0.100854700854701	0.393346379647749	0.574385510996119	0.0028328611898017	0.951871657754011	0.818181818181818	0.436517533252721	0.00591715976331361	0.018348623853211	0.691983122362869	0.886435331230284	0.0072463768115942	0.194638694638695	0.00731261425959781	0.891954022988506	0.00137931034482759	0.758134490238612	0.0087719298245614	0.00540540540540541	0.228539576365663	0.173780487804878	0.05	0.0709677419354839	0.127753303964758	0.00120918984280532
Ether lipid metabolism	0.0429799426934097	0.940350877192982	0.425196850393701	0.992138364779874	0.845637583892617	0.0544554455445545	0.897581792318634	0.217765042979943	0.190620272314675	0.331242158092848	0.392785571142285	0.910596026490066	0.556313993174061	0.133501259445844	0.125506072874494	0.00272479564032698	0.934193548387097	0.953229398663697	0.719745222929936	0.215213358070501	0.676751592356688	0.193037974683544	0.0761904761904762	0.828985507246377	0.115303983228512	0.925925925925926	0.862385321100917	0.92156862745098	0.105540897097625	0.799126637554585	0.407108239095315	0.596385542168675	0.231240428790199	0.21606648199446	0.372274143302181	0.00613496932515337	0.149171270718232	0.0336700336700337	0.872586872586873	0.110441767068273	0.174785100286533	0.568181818181818	0.965765765765766	0.622317596566524	0.0947368421052632	0.197278911564626	0.25	0.392523364485981	0.696078431372549	0.586580086580087	0.765205091937765	0.608445297504798	0.482288828337875	0.00471698113207547	0.860215053763441	0.0875	0.0234113712374582	0.285180572851806	0.527303754266212	0.142857142857143	0.571895424836601	0.498134328358209	0.443328550932568
Fanconi anemia pathway	0.608370702541106	0.0635294117647059	1	0.00925925925925926	1	0.990243902439024	0.0545977011494253	1	0.65	0.984042553191489	0.706237424547284	0.995049504950495	0.98828125	0.937027707808564	0.0234741784037559	0.015748031496063	0.269230769230769	0.0564373897707231	0.0665634674922601	0.0127970749542962	0.986238532110092	0.0241477272727273	0.971518987341772	0.982993197278912	0.507306889352818	0.979899497487437	0.262206148282098	1	0.605263157894737	0.973799126637555	0.149443561208267	0.465882352941176	1	0.841628959276018	0.0570570570570571	0.0318471337579618	0.103151862464183	0.464383561643836	0.709369024856597	0.568862275449102	0.587878787878788	0.516795865633075	0.0176600441501104	0.989637305699482	0.172794117647059	0.774907749077491	0.704714640198511	0.657060518731988	0.0251889168765743	0.432671081677704	0.914749661705007	0.544554455445545	0.040650406504065	0.98005698005698	0.00952380952380952	0.31304347826087	0.530386740331492	0.869512195121951	0.140202702702703	0.112582781456954	0.428954423592493	0.386609071274298	0.441054091539528
Fat digestion and absorption	0.481658692185008	0.618629173989455	0.492592592592593	0.800322061191626	0.732540861812779	0.00235294117647059	0.376854599406528	0.219444444444444	0.404545454545455	0.341869398207426	0.373225152129817	0.0898305084745763	0.231746031746032	0.308457711442786	0.61003861003861	0.00140252454417952	0.434547908232119	0.900369003690037	0.704472843450479	0.177453027139875	0.724137931034483	0.399390243902439	0.850678733031674	0.505917159763314	0.236139630390144	0.799660441426146	0.935304990757856	0.53562945368171	0.655172413793103	0.903041825095057	0.564766839378238	0.767272727272727	0.737244897959184	0.788918205804749	0.723684210526316	0.232835820895522	0.0732984293193717	0.317730496453901	0.118143459915612	0.277665995975855	0.363636363636364	0.43	0.940850277264325	0.53112582781457	0.830903790087464	0.776699029126214	0.260504201680672	0.107692307692308	0.0996563573883162	0.778969957081545	0.477077363896848	0.989733059548255	0.0426409903713893	0.0712025316455696	0.716455696202532	0.511278195488722	0.166134185303514	0.349104859335038	0.852487135506003	0.363411619283066	0.606611570247934	0.300567107750473	0.446870451237263
Fatty acid degradation	0.799079754601227	0.737931034482759	0.970588235294118	0.682389937106918	0.22043795620438	0.962837837837838	0.847919655667145	0.144117647058824	1	0.99875	0.302040816326531	0.964941569282137	0.758522727272727	0.396006655574043	0.366310160427808	0.334558823529412	0.988265971316819	0.979910714285714	0.990338164251208	0.125714285714286	0.675392670157068	0.298398835516739	0.88659793814433	0.993527508090615	0.585227272727273	0.47394540942928	0.0364298724954463	0.680376028202115	0.203252032520325	0.264925373134328	0.0526315789473684	0.71256038647343	0.276881720430108	0.997214484679666	0.7890625	0.24812030075188	0.8816	0.084045584045584	0.402105263157895	0.995951417004049	0.551319648093842	0.994962216624685	0.178378378378378	0.911688311688312	0.556701030927835	0.358757062146893	0.585459183673469	0.102167182662539	0.653061224489796	0.567219152854512	0.916107382550336	0.656429942418426	0.634686346863469	0.253333333333333	0.98641975308642	0.025065963060686	0.639484978540773	0.6	0.891041162227603	0.677458033573141	0.650632911392405	0.515596330275229	0.997076023391813
Fatty acid elongation	0.589333333333333	1	0.98273381294964	0.763959390862944	0.819875776397516	0.520642201834862	0.146131805157593	0.998366013071895	0.991935483870968	0.795755968169761	0.264529058116232	0.377104377104377	0.21875	0.0894495412844037	0.140893470790378	0.930059523809524	0.94839609483961	0.867158671586716	0.378737541528239	0.51685393258427	0.173400673400673	0.410919540229885	1	0.497109826589595	0.998058252427184	0.967465753424658	0.616252821670429	0.542525773195876	0.753521126760563	0.782795698924731	0.117443868739206	0.888888888888889	0.42716049382716	0.997347480106101	0.0269607843137255	0.967302452316076	0.986885245901639	0.25748502994012	0.31511839708561	0.879098360655738	0.0431266846361186	0.29	0.416122004357298	0.895973154362416	0.384012539184953	0.160919540229885	0.987788331071913	0.976303317535545	0.985915492957746	0.82837528604119	0.447717231222386	0.376237623762376	0.805111821086262	0.055	0.26098535286285	0.278125	0.264264264264264	0.942028985507246	0.0449640287769784	0.968030690537084	0.840579710144927	0.0287474332648871	0.607575757575758
Fc epsilon RI signaling pathway	0.824074074074074	0.292096219931271	0.980582524271845	0.982708933717579	0.290697674418605	0.984924623115578	0.979224376731302	1	0.929765886287625	0.993997599039616	0.298418972332016	0.181818181818182	0.742424242424242	0.010498687664042	0.299492385786802	0.119402985074627	0.994845360824742	0.998316498316498	0.0115942028985507	0.118790496760259	0.171428571428571	0.0539568345323741	0.397959183673469	0.00543478260869565	0.219712525667351	0.634760705289673	0.933450087565674	0.0326086956521739	0.00276243093922652	0.00431034482758621	0.00153139356814701	0.0232558139534884	0.00453172205438067	0.411326378539493	0.341534008683068	0.173333333333333	0.243401759530792	0.00355871886120996	0.434862385321101	0.744979919678715	0.565916398713826	0.656992084432718	0.658088235294118	0.580310880829015	0.048064085447263	0.00403225806451613	0.0529100529100529	0.933628318584071	0.56	0.0645161290322581	0.0117493472584856	0.572243346007605	0.143949044585987	0.652941176470588	0.819691577698695	0.0430622009569378	0.0188679245283019	0.00970873786407767	0.16887417218543	0.00757575757575758	0.55640243902439	0.499089253187614	0.216535433070866
Fc gamma R-mediated phagocytosis	0.00347222222222222	0.967266775777414	0.28	0.154798761609907	0.869047619047619	0.862745098039216	1	1	0.913698630136986	1	0.996031746031746	0.241379310344828	0.974554707379135	0.00263852242744063	0.0866666666666667	0.00897435897435897	1	1	0.00884955752212389	0.0143737166324435	0.00144927536231884	0.0306513409961686	0.00769230769230769	0.0284237726098191	0.0186335403726708	0.432646592709984	0.997542997542998	0.0289855072463768	0.00301204819277108	0.0417582417582418	0.00151745068285281	0.0240963855421687	0.00143061516452074	0.85383502170767	0.696629213483146	0.00363636363636364	1	0.00408163265306122	0.782685512367491	0.515625	0.545081967213115	1	0.992592592592593	0.868055555555556	0.0469973890339426	0.0045662100456621	0.00680272108843537	0.595744680851064	0.00158982511923688	0.241217798594848	0.00501882057716437	1	0.122249388753056	0.0485021398002853	0.866894197952218	0.00606060606060606	0.00429184549356223	0.00465657741559953	0.0482115085536547	0.0114942528735632	0.931888544891641	0.253211009174312	0.298584298584299
Ferroptosis	0.828729281767956	0.413309982486865	1	0.994750656167979	0.0246913580246914	0.597647058823529	0.998527245949926	0.951977401129944	0.593123209169054	0.36405529953917	0.954990215264188	0.992682926829268	0.992700729927007	1	0.955882352941177	0.989510489510489	1	0.741284403669725	0.412234042553192	0.531914893617021	0.144927536231884	1	0.250746268656716	0.335311572700297	0.95625	0.696610169491525	0.935064935064935	0.0860927152317881	0.717557251908397	0.989247311827957	0.47172859450727	0.0847457627118644	0.270491803278689	0.4704	1	0.982456140350877	0.329113924050633	0.0199335548172757	0.373417721518987	0.254940711462451	0.827743902439024	1	0.998175182481752	0.105691056910569	0.568149210903874	0.607260726072607	0.37719298245614	0.995581737849779	0.704273504273504	0.502173913043478	0.0659025787965616	0.991786447638604	0.162011173184358	0.991869918699187	0.934508816120907	1	0.519230769230769	0.956298200514139	0.443877551020408	0.83756345177665	0.8475	0.448210922787194	0.927536231884058
Fluid shear stress and atherosclerosis	0.137777777777778	0.718354430379747	0.962242562929062	0.943134535367545	1	0.887139107611549	0.975093399750934	0.886120996441281	1	0.18859649122807	0.997967479674797	0.952238805970149	0.00617283950617284	0.00286532951289398	0.0265486725663717	0.0352798053527981	0.950221238938053	0.9575	0.976973684210526	0.00217391304347826	0.00138888888888889	0.00956937799043062	0.970443349753695	0.00122549019607843	0.0090293453724605	0.00725689404934688	1	1	0.0154320987654321	0.837837837837838	0.0014367816091954	0.994753410283316	0.0426997245179063	0.196428571428571	0.0768194070080863	0.0386266094420601	0.997076023391813	0.00492610837438424	1	0.166015625	0.495614035087719	0.339887640449438	0.253996447602131	0.908690869086909	0.0146163215590743	0.00609756097560976	0.169811320754717	0.615885416666667	0.0887918486171761	0.00240963855421687	0.00347222222222222	0.00735294117647059	0.0011441647597254	0.0124137931034483	0.360477741585233	0.526785714285714	0.00526315789473684	0.00667408231368187	0.287009063444109	0.209302325581395	0.941344778254649	0.0036036036036036	0.00120481927710843
Focal adhesion	0.0110497237569061	0.291479820627803	0.975903614457831	0.97875166002656	0.362250879249707	0.826016260162602	1	0.62780269058296	1	0.465116279069767	0.998027613412229	1	0.948717948717949	0.00301204819277108	1	0.00341685649202733	0.339323467230444	1	0.767272727272727	0.486666666666667	0.0181582360570687	0.00636942675159236	0.950310559006211	0.144341801385681	0.00238095238095238	0.0195530726256983	0.2384	0.95678391959799	0.00334448160535117	0.127208480565371	0.00137551581843191	0.920651068158698	0.0733590733590734	0.0592105263157895	0.998730964467005	0.0561224489795918	0.953667953667954	0.00632911392405063	0.997701149425287	0.892045454545455	0.880778588807786	0.058252427184466	0.839080459770115	0.857142857142857	0.027906976744186	0.00740740740740741	0.19324181626188	0.0147783251231527	0.326007326007326	0.023936170212766	0.135911602209945	0.00177935943060498	0.994547437295529	0.00128040973111396	0.0229405630865485	0.540983606557377	0.0065359477124183	0.330128205128205	0.99702380952381	0.995914198161389	0.0354330708661417	0.699646643109541	0.00115473441108545
Folate biosynthesis	0.0986666666666667	0.877622377622378	0.720630372492837	0.954081632653061	0.356741573033708	0.232505643340858	0.359133126934985	0.483204134366925	0.654450261780105	0.151639344262295	0.330019880715706	0.437346437346437	0.96045197740113	0.98066783831283	0.90295358649789	0.135014836795252	0.225806451612903	0.937768240343348	0.984771573604061	0.0273224043715847	0.344418052256532	0.399068322981366	0.149584487534626	0.0852941176470588	0.323770491803279	0.86150234741784	0.488330341113106	0.983290488431877	0.836589698046181	0.641025641025641	0.535528596187175	0.324074074074074	0.275434243176179	0.196236559139785	0.504201680672269	0.394594594594595	0.543640897755611	0.367781155015198	0.730560578661845	0.94908350305499	0.84366576819407	0.899014778325123	0.755411255411255	0.775244299674267	0.109042553191489	0.0547550432276657	0.576454668470907	0.860655737704918	0.711805555555556	0.642533936651584	0.944272445820433	0.19438877755511	0.114649681528662	0.23728813559322	0.996	0.1625	0.688235294117647	0.35	0.155080213903743	0.079295154185022	0.0919811320754717	0.17864476386037	0.662889518413598
FoxO signaling pathway	0.995594713656388	0.795275590551181	1	0.765676567656766	0.802139037433155	1	0.815189873417722	1	1	1	0.997933884297521	1	1	0.463976945244957	0.982456140350877	0.311735941320293	0.972477064220184	0.517017828200972	0.103225806451613	0.00649350649350649	0.191549295774648	0.123853211009174	1	0.688667496886675	0.0897155361050328	0.56701030927835	0.611253196930946	1	0.0847953216374269	0.256578947368421	0.0430416068866571	0.0701754385964912	0.060478199718706	1	0.623465211459754	1	0.889716840536513	0.0138888888888889	1	0.0398481973434535	1	1	1	0.969387755102041	0.396296296296296	0.228070175438596	0.991452991452991	0.921976592977893	0.463235294117647	0.995157384987893	0.546099290780142	1	0.23803967327888	0.996309963099631	0.960526315789474	0.5	0.336585365853659	0.541202672605791	0.507552870090634	0.0208333333333333	0.808049535603715	0.905454545454545	0.68407960199005
Fructose and mannose metabolism	0.0618279569892473	0.0637931034482759	0.933895921237693	0.396825396825397	1	0.45707656612529	0.0233918128654971	0.743431221020093	0.195476575121163	0.554655870445344	0.962655601659751	1	0.220183486238532	0.293827160493827	0.638225255972696	0.587896253602305	0.0863309352517986	0.888475836431227	0.921671018276762	0.650319829424307	0.720588235294118	0.939024390243902	0.0395480225988701	0.963746223564955	0.170526315789474	0.958536585365854	0.994464944649446	0.99	0.567695961995249	0.628450106157112	0.275167785234899	0.280788177339901	0.505119453924915	0.0692307692307692	0.873524451939292	0.052924791086351	0.259842519685039	0.243827160493827	0.740601503759398	0.572254335260116	0.117977528089888	0.252427184466019	0.116772823779193	0.259515570934256	0.932228915662651	0.015015015015015	0.422924901185771	0.837837837837838	0.180851063829787	0.557303370786517	0.181277860326894	0.859470468431772	0.908701854493581	0.221854304635762	0.862337662337662	0.152027027027027	0.287066246056782	0.465863453815261	0.392294220665499	0.0404040404040404	0.986463620981388	0.790697674418605	0.964391691394659
GABAergic synapse	0.0173010380622837	0.628951747088186	0.581927710843373	0.668135095447871	0.0626666666666667	0.864238410596026	0.639097744360902	0.818565400843882	0.742857142857143	0.415990730011587	0.508	0.8203125	0.721784776902887	0.91219512195122	0.456391875746714	0.00258397932816537	0.0492957746478873	0.252403846153846	0.315789473684211	0.380392156862745	0.730713245997089	0.436567164179104	0.865753424657534	0.11183355006502	0.039832285115304	0.413738019169329	0.716783216783217	0.227518959913326	0.0597014925373134	0.965137614678899	0.121987951807229	0.474226804123711	0.403735632183908	0.133627019089574	0.320863309352518	0.867036011080332	0.611940298507463	0.818181818181818	0.684115523465704	0.489711934156379	0.11614730878187	0.173419773095624	0.673394495412844	0.220779220779221	0.451783355350066	0.772669220945083	0.276722090261283	0.492176386913229	0.684971098265896	0.259259259259259	0.107731305449937	0.32943469785575	0.659679408138101	0.619456366237482	0.157354618015964	0.64	0.392561983471074	0.166861143523921	0.659400544959128	0.875968992248062	0.183544303797468	0.66079295154185	0.171690694626474
