	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219	X1290.018.076	X1254.018.040	X1286.018.072	X1260.018.046	X1258.018.044	X1242.018.028	X1238.018.024	X1230.018.016	X1264.018.050	X1252.018.038	X1244.018.030	X1232.018.018	X1228.018.014	X1248.018.034	X1348.018.134	X1340.018.126	X1338.018.124	X1328.018.114	X1334.018.120	X1324.018.110	X1310.018.096	X1318.018.104	X1320.018.106	X1326.018.112	X1322.018.108	X1316.018.102	X1314.018.100	X1302.018.088	X1304.018.090	X1308.018.094	X1300.018.086	X1306.018.092	X1294.018.080	X1298.018.084	X1292.018.078	X1288.018.074	X1282.018.068	X1276.018.062	X1272.018.058	X1278.018.064	X1280.018.066
"SSRP1", "RNMT", "POM121", "MPG", "ZNF707", "XPC", "TAF10", "POLR2G", "POLD3", "SURF1", "POLD1")	c("VPS37D", "GSDME", "POLR2F", "DDB2", "BCAM", "NME4", "RAD51", "PDE6G", "ZNF707", "ERCC8", "POLD4", "SAC3D1", "LIG1", "BOLA2", "NT5C", "ERCC2", "VPS37B", "MPG", "CCNO", "AGO4", "ELL", "TYMS", "ADRM1", "POLA2", "NELFB", "FEN1", "AK3", "TAF6", "POLD1", "ALYREF", "PCNA", "POLR2E", "BCAP31", "AK1", "POLL", "UMPS", "USP11", "POM121", "POLR3C", "GUK1", "EDF1", "POLE4", "RFC5", "ADCY6", "ITPA", "SEC61A1", "CANT1", "CMPK2", "BRF2", "NME3", "GTF3C5", "COX17", "TAF1C", "DGCR8", "NME1", "POLR2I")	c("CDA", "PDE4B", "PDE6G")	c("POLR2F", "VPS37D", "PDE6G", "NPR2", "CETN2", "CCNO", "ERCC1", "NT5C", "POLR2I", "LIG1", "ALYREF", "POLE4", "TYMS", "NME4", "ERCC5", "COX17", "NME3", "HCLS1", "POLA1", "SNAPC5", "NME1", "APRT", "TK2", "SSRP1", "POLD4", "TAF9", "POLR2D", "GTF2H5", "RFC2", "DDB1", "ADA", "MRPL40", "ZWINT", "RPA3", "AAAS", "TAF10", "USP11", "DUT", "NELFE", "EDF1", "GPX4", "TARBP2", "POLR2E", "IMPDH2", "POLA2", "BRF2", "SNAPC4", "FEN1", "SEC61A1", "CANT1", "POLR2C", "NELFB", "REV3L", "MPC2", "ITPA", "GTF2F1", "VPS28", 
"DAD1", "HPRT1", "POLR1C", "GTF2A2", "POLR2J", "CSTF3")	c("CDA", "PDE4B", "SDCBP", "POLB", "ADA", "AGO4", "BOLA2", "STX3", "ELL", "RRM2B", "HCLS1", "TAF12", "PNP", "NPR2", "HPRT1", "NT5C3A", "RFC5", "UPF3B", "EIF1B", "TAF13", "TAF9", "GMPR2", "SUPT4H1", "CETN2", "TMED2", "NME1", "TK2", "RAD52", "GTF2H3", "ERCC8", "CANT1", "POLE4", "RAE1", "GTF2H1", "SRSF6", "DDB2", "TP53", "MPC2", "IMPDH2", "NCBP2", "GTF2B", "SNAPC4", "BRF2", "XPC", "CSTF3", "POLR2K", "ARL6IP1", "POLH", "GTF2H5", "DAD1", "POLR2C", "RFC3", "REV3L", "SEC61A1", "TSG101", "VPS37D", "AAAS", 
"DGUOK", "POLL")	c("CDA", "BOLA2", "TAF1C", "PDE4B", "RAD52", "CMPK2", "NPR2", "GSDME", "BCAM", "POLB", "EIF1B", "TAF12", "TYMS", "RAD51", "RALA", "ZNF707", "XPC", "DUT", "POLD1", "RFC5", "GTF2B", "SDCBP", "ARL6IP1", "POLR2K", "POLL", "POLA2", "PNP", "AK3", "NCBP2", "PCNA", "AAAS", "POLR1D", "RRM2B", "UMPS", "TARBP2", "HPRT1", "DDB2", "ZWINT", "RAE1", "AGO4", "SAC3D1", "SMAD5", "SNAPC4", "TP53", "TSG101", "TAF13")	c("POLR2F", "TYMS", "SAC3D1", "PRIM1", "NME4", "BOLA2", "POLD4", "VPS37D", "RAD51", "ZWINT", "NME3", "POLE4", "DDB2", "POLD1", "TP53", "ERCC1", "NME1", "BCAM", "PDE6G", "TARBP2", "POLH", "ERCC2", "LIG1", "AAAS", "ADRM1", "NT5C", "MPG", "POLA2", "IMPDH2", "APRT", "TAF6", "RFC3", "CSTF3", "CCNO", "NELFB", "UMPS", "ERCC4", "DUT", "VPS28", "ADCY6", "ADA", "TAF1C", "RAD52", "POLR2E", "ALYREF", "GUK1", "CANT1", "NUDT9", "AK1", "USP11", "GTF3C5", "POLR2G", "AK3", "POLL", "PCNA", "NELFE", "ERCC5", "SSRP1", 
"ZNF707", "BRF2", "RPA2", "POLR2A", "POLR3GL", "EDF1", "RFC2", "SF3A3", "ITPA")	c("GSDME", "BCAM", "PDE4B", "RAD52", "VPS37D", "TAF12", "PNP", "POLD4", "TP53", "SAC3D1", "PDE6G", "RPA2", "POLR3GL", "CDA", "SRSF6", "PRIM1", "SF3A3", "HCLS1", "TARBP2", "POLA1", "POLD1", "DUT", "RAD51", "PCNA", "XPC", "ERCC2", "ZWINT", "NUDT9", "NME3", "IMPDH2", "POLR2G", "APRT", "COX17", "GTF2H3", "TAF6", "NME1", "ELOA", "CANT1", "RFC2", "ADCY6", "AAAS", "NT5C", "TK2", "SDCBP", "NELFCD", "MRPL40", "HPRT1", "GUK1")	c("TYMS", "RAD51", "GSDME", "PNP", "PDE4B", "ZWINT", "RFC3", "CETN2", "CDA", "NPR2", "RFC5", "NME1", "PRIM1", "PDE6G", "HPRT1", "RFC4", "ALYREF", "PCNA", "POLA1", "DUT", "ADA", "IMPDH2", "FEN1", "TAF9", "SDCBP", "REV3L", "ERCC4", "RPA3", "TAF13", "RFC2", "ERCC8", "ARL6IP1", "EIF1B", "SF3A3", "NCBP2", "POLR1C", "GTF2H3", "POLR2D", "NUDT21", "CMPK2", "RALA", "TAF12", "POLD3", "LIG1", "POLB", "SSRP1", "TMED2", "SNAPC5", "NT5C3A", "TK2", "UPF3B", "CSTF3", "ERCC1", "GTF2H5", "DAD1", "RBX1", "GTF2A2", 
"STX3", "SAC3D1")	c("TYMS", "RAD51", "PDE6G", "SAC3D1", "ZWINT", "GSDME", "POLD4", "CDA", "TP53", "PNP", "POLD1", "TAF1C", "POLA2", "ELL", "PRIM1", "NME1", "TAF12", "ADA", "UMPS", "BCAM", "ADCY6", "ADRM1", "UPF3B", "IMPDH2", "APRT", "DUT", "FEN1", "RFC5", "VPS37B", "TAF10", "POLB", "PCNA", "CANT1", "RFC3", "ELOA", "BRF2", "NME4", "VPS37D", "GTF2A2", "POM121", "DDB2", "AAAS", "ARL6IP1", "AK3", "VPS28", "POLE4", "ALYREF", "POLR2A", "TAF13", "POLR2K", "MPG", "ITPA", "GTF2F1", "RALA", "GTF3C5", "RFC4", "RBX1", "RFC2", 
"POLR2G", "CLP1", "NELFCD", "POLR1D", "POLR2E")	c("GSDME", "RAD51", "BCAM", "TYMS", "VPS37D", "SAC3D1", "POLD1", "POLD4", "NME4", "POM121", "ELL", "ADCY6", "ADRM1", "APRT", "ZWINT", "ZNF707", "PCNA", "RFC5", "VPS37B", "IMPDH2", "DUT", "TARBP2", "CLP1", "NELFB", "TP53", "SEC61A1", "ALYREF", "TAF1C", "NME3", "GTF3C5", "DGCR8", "POLR2E", "RFC2", "BCAP31", "DDB2", "ELOA", "NT5C", "TAF10", "SRSF6", "EDF1", "SF3A3", "ARL6IP1", "FEN1", "SURF1", "NELFCD", "RAE1", "POLR2G", "STX3", "ITPA", "NUDT21", "MPG", "CANT1", "RALA", "PNP", "SUPT5H", "POLR2A", "NME1"
)	c("POLR2F", "BCAM", "VPS37D", "FEN1", "APRT", "RFC2", "RAD51", "PCNA", "SURF1", "COX17", "RFC5", "GTF2H3", "POLE4", "RNMT", "NME1", "ALYREF", "RPA3", "POLR3GL", "HPRT1", "AK1", "GSDME", "RBX1", "IMPDH2", "CLP1", "RPA2", "POLR2J", "TP53", "EDF1", "NT5C", "DDB1", "RFC4", "UMPS", "NUDT9", "DAD1", "TYMS", "DUT", "GTF2H1", "NELFB", "POLD3", "POLA1", "POLR2I", "BCAP31", "POLR2G", "SNAPC5", "SF3A3", "DCTN4", "MRPL40", "GPX4", "POLA2", "NELFE", "TSG101", "RFC3", "POLD4", "NUDT21", "POLR2C", "GTF2H5", "MPC2", 
"ERCC4", "POLR1C", "XPC", "ERCC3", "POLR2A", "MPG")	c("CDA", "PDE4B", "TYMS", "PNP", "BOLA2", "ZWINT", "NME1", "RAD51", "CMPK2", "SDCBP", "VPS37B", "FEN1", "NUDT9", "RFC5", "ALYREF", "RALA", "RFC2", "TAF13", "STX3", "SEC61A1", "ARL6IP1", "POLR2G", "PDE6G", "GTF2A2", "RFC3", "DCTN4", "POLB", "UMPS", "BRF2", "POLR2D", "POLR3C", "HPRT1", "UPF3B", "DGCR8", "COX17", "ELOA", "CSTF3", "PCNA", "SRSF6", "POLA1")	c("TYMS", "CDA", "RAD51", "PDE4B", "GSDME", "PRIM1", "ADA", "POLR2K", "VPS37D", "ZWINT", "DUT", "TMED2", "RFC3", "RFC5", "ARL6IP1", "POLA2", "TAF13", "SAC3D1", "TAF1C", "UPF3B", "PCNA", "VPS37B", "RALA", "SEC61A1", "ELL", "POLD4", "NME1", "PDE6G", "TAF12", "ELOA", "POM121", "AGO4", "TARBP2", "POLR2F", "NUDT21", "POLD1", "RFC2", "POLR2G", "AK3", "RFC4", "NT5C3A", "CANT1", "NCBP2", "TP53", "RBX1", "ADCY6", "DDB2", "NME4", "ERCC8", "SUPT4H1", "RPA2", "POLE4", "SURF1", "AAAS", "SRSF6", "GTF2A2", "SDCBP", 
"NELFCD")	c("CDA", "POLR2F", "PDE4B", "PRIM1", "RAD52", "TAF1C", "NPR2", "SNAPC4", "NME4", "AAAS", "CETN2", "POLL", "PNP", "USP11", "EIF1B", "CANT1", "TAF12", "ERCC5", "RPA2", "XPC", "NT5C3A", "LIG1", "ERCC3", "POLD1", "VPS37B", "TP53", "POLR2H", "HCLS1", "GTF2H5", "ARL6IP1", "UPF3B", "POLH", "CSTF3", "ZNF707", "NELFCD", "POLR1D", "MPC2", "VPS28", "POLD3", "TARBP2", "GPX4", "POLR3GL", "POLD4", "GSDME", "TAF9", "MPG")	c("CMPK2", "CDA", "PDE4B", "RFC3", "TYMS", "EIF1B", "VPS37D", "NT5C", "POLA2", "ERCC8", "TAF9", "HPRT1", "USP11", "SDCBP", "HCLS1", "ALYREF", "RFC5", "POLR2C", "POLR3C", "STX3", "RRM2B", "ZNF707", "SNAPC4", "DDB2", "ADRM1", "ITPA", "POM121", "NT5C3A", "RALA", "RNMT", "RFC2", "TSG101", "COX17", "ERCC3", "FEN1", "SRSF6", "RFC4", "GTF2B", "SNAPC5", "POLL", "POLR1C", "UMPS", "DGCR8", "DGUOK", "AGO4", "GPX4", "AK3", "ERCC5", "SEC61A1")	c("POLR2F", "GSDME", "BOLA2", "PDE4B", "CDA", "BCAM", "TYMS", "TP53", "PDE6G", "ZWINT", "PRIM1", "RAD52", "POLA1", "FEN1", "DUT", "DDB2", "UMPS", "TAF12", "IMPDH2", "RFC5", "RFC4", "RAD51", "POLR2D", "PNP", "RFC2", "CLP1", "RALA", "GTF2H1", "SMAD5", "NUDT21", "UPF3B", "POLB")	c("NPR2", "POLR2F", "CETN2", "BCAM", "RPA3", "AK1", "POLA1", "TYMS", "ERCC1", "SAC3D1", "POLD1", "POLH", "POLR1C", "POLD3", "UPF3B", "DDB2", "CSTF3", "MRPL40", "POLE4", "GTF2H3", "SURF1", "DUT", "PCNA", "ADA", "CLP1", "ZWINT", "LIG1", "ERCC4", "DGCR8", "GMPR2", "EIF1B", "NELFE", "REV3L", "SMAD5", "RRM2B", "ALYREF", "RFC3", "GTF2H5", "COX17", "TAF6", "POLR2A", "SNAPC4", "NUDT21", "APRT", "SSRP1", "POLD4", "DDB1", "GSDME", "POLR2D", "SRSF6", "NUDT9", "GPX4", "SUPT5H", "HCLS1", "POLR3GL")	c("TYMS", "PDE6G", "CDA", "ADA", "VPS37D", "PNP", "ZWINT", "BCAM", "GSDME", "RFC3", "FEN1", "NME1", "POLB", "PRIM1", "CLP1", "PCNA", "RALA", "RFC4", "ALYREF", "RFC2", "POLR2G", "POLD1", "DUT", "PDE4B", "SDCBP", "ELL", "ARL6IP1", "POLD4", "DDB2", "RAE1", "TP53", "GTF2B", "IMPDH2", "VPS37B", "ADRM1", "POLR1D", "GTF3C5", "POLR2J", "POM121", "ITPA", "AK3", "RBX1", "NT5C3A", "NELFCD", "UMPS", "SF3A3", "STX3", "DCTN4", "GTF2H5", "APRT", "TMED2", "POLR2K", "NT5C", "HPRT1", "ERCC8", "RFC5", "EDF1", "SUPT4H1", 
"SEC61A1", "NUDT21", "ERCC2", "TAF12", "SRSF6", "TAF13", "DAD1")	c("POLR2F", "CETN2", "PRIM1", "NPR2", "AK1", "CSTF3", "BRF2", "MRPL40", "GTF2H5", "NME1", "RPA3", "NT5C", "RAD52", "COX17", "NT5C3A", "TAF12", "POLR2H", "SAC3D1", "ALYREF", "EIF1B", "POLR2J", "CCNO", "SURF1", "TAF6", "ERCC4", "NELFB", "NELFE", "POLR1C", "MPC2", "GPX4", "HPRT1", "DAD1", "ERCC2", "SNAPC4", "TAF13", "POLD3", "POLR2K", "POLH", "FEN1", "POLR3C", "TSG101", "TAF9", "RFC3", "NFX1", "RALA", "POLR2G", "PNP", "TAF10", "GUK1", "POLA2", "RFC5", "VPS28", "GMPR2", "ERCC3", "POLB", "GTF2A2", "GTF2H3", 
"VPS37B", "POLA1", "NUDT9", "DGUOK", "USP11", "POLR2I", "SSRP1", "ZWINT")	c("POLR2F", "CDA", "CMPK2", "PDE4B", "ADA", "TYMS", "RAD51", "VPS37D", "NME1", "SAC3D1", "BCAM", "ZWINT", "GSDME", "NT5C3A", "POLE4", "FEN1", "NME4", "POLR2G", "POLD3", "NT5C", "HPRT1", "IMPDH2", "AK3", "RALA", "RRM2B", "RFC4", "CSTF3", "SURF1", "GTF2H5", "GTF2H3", "GMPR2", "MPC2", "TK2", "POLA2", "SMAD5", "NUDT21", "DDB2", "LIG1", "POM121", "UPF3B", "SSRP1", "GTF2B", "RFC2", "GTF2H1", "POLR2I", "NCBP2", "PCNA", "POLD4", "TAF9", "POLR3GL", "CETN2", "SF3A3", "TAF13", "CCNO", "TMED2", "ERCC1", "POLR1D", 
"CLP1", "PRIM1", "ERCC4", "RAE1", "POLH", "EDF1", "DCTN4", "POLA1", "HCLS1", "RPA3", "POLR2D", "NFX1", "DUT", "ARL6IP1", "DAD1", "SNAPC5", "GTF2F1")	c("CMPK2", "BOLA2", "PDE4B", "POLR2F", "POLD4", "RAD52", "TYMS", "TP53", "NPR2", "AAAS", "CCNO", "TARBP2", "HCLS1", "POLE4", "POLL", "TAF1C", "PDE6G", "ADA", "NME3", "CETN2", "TAF12", "SNAPC4", "RAD51", "ZWINT", "USP11", "NME4", "ZNF707", "NT5C3A", "NT5C", "ERCC4", "BCAM", "GPX4", "GSDME", "SUPT5H", "CSTF3", "ERCC2", "POLR3GL", "SURF1", "ERCC1", "VPS28", "MRPL40", "POLD1", "POLR2A", "POLR2E", "TAF10", "RBX1", "DUT", "LIG1", "NME1", "ADCY6", "EDF1", "GMPR2", "GTF2F1", "GUK1", "RFC2")	c("PDE4B", "TYMS", "CDA", "SAC3D1", "HCLS1", "HPRT1", "PNP", "VPS37D", "CETN2", "BRF2", "NME1", "POLE4", "CCNO", "ELL", "FEN1", "ZWINT", "NPR2", "NT5C", "IMPDH2", "PCNA", "RRM2B", "RAD51", "BCAM", "POLR1C", "STX3", "RFC2", "POLH", "NT5C3A", "SDCBP", "GTF2H5", "AGO4", "PRIM1", "EIF1B", "GTF2A2", "CLP1", "LIG1", "ADA", "GSDME", "GMPR2", "APRT", "TMED2", "COX17", "XPC", "SSRP1", "GTF2B", "POLA1", "REV3L", "SNAPC5", "ARL6IP1", "USP11", "RALA", "NME4", "SEC61A1", "NUDT21", "TAF9", "DUT", "ALYREF", "MRPL40", 
"POLA2", "CANT1", "BCAP31", "POLR2E", "ERCC1")	c("CDA", "PDE6G", "ERCC4", "POLE4", "AK1", "CCNO", "BRF2", "TAF6", "NPR2", "POLH", "CLP1", "ZNF707", "SNAPC4", "POLR1C", "POLR2D", "POLA2", "XPC", "POLD3", "NT5C", "TAF12", "CETN2", "HCLS1", "GTF2F1", "REV3L", "LIG1", "AGO4", "GTF2H1", "NCBP2", "HPRT1", "TAF13", "POLR2H", "ERCC3", "DCTN4", "SURF1")	c("CDA", "PDE4B", "RAD51", "BCAM", "ZWINT", "SAC3D1", "GSDME", "VPS37D", "TYMS", "ELL", "POLB", "FEN1", "CMPK2", "RFC3", "ADA", "CLP1", "PNP", "TAF1C", "STX3", "VPS37B", "POLD1", "ADRM1", "SDCBP", "ALYREF", "POM121", "PCNA", "RFC5", "UMPS", "POLR2G", "ZNF707", "RALA", "PRIM1", "TAF12", "POLD4", "AGO4", "NELFB", "POLR2A")	c("CDA", "PDE4B", "VPS37D", "ADA", "GSDME", "BCAM", "TARBP2", "TYMS", "PNP", "POLE4", "TAF1C", "AAAS", "NME1", "NME4", "NME3", "HCLS1", "RFC2", "GMPR2", "ELL", "ERCC2", "ALYREF", "POLB", "SURF1", "SRSF6", "POLA1", "COX17", "RAE1", "FEN1", "POLR2J", "MPG", "POLR1C", "DGUOK", "TAF10", "POLD1", "DDB2", "SUPT4H1", "EDF1", "TP53", "POLR2C", "GTF2H3", "NELFCD", "POLR2H", "SDCBP", "RPA3")	c("PDE6G", "POLR2I", "BCAM", "AK1", "RAD51", "TYMS", "GPX4", "SAC3D1", "PRIM1", "POLE4", "CETN2", "ERCC2", "NME4", "SNAPC4", "MPG", "GMPR2", "PDE4B", "NME1", "TAF6", "POLR2J", "POLD1", "CANT1", "SURF1", "POLR2E", "NELFE", "ERCC3", "FEN1", "SNAPC5", "RFC4", "TAF10", "POLR2K", "BRF2", "APRT", "EIF1B", "POLR2H", "MRPL40", "RPA2", "ADCY6", "TAF12", "NPR2", "POLR2F", "MPC2", "ZWINT", "BCAP31", "VPS28", "POLD4", "TARBP2", "GUK1", "NELFB", "POLH", "RPA3", "NME3", "EDF1", "XPC", "DAD1", "ADRM1", "DGUOK", 
"NUDT9", "GTF3C5", "TAF1C", "VPS37B", "RFC2", "LIG1", "RFC3", "GSDME", "AAAS", "IMPDH2", "CSTF3", "SUPT5H")	c("BCAM", "PRIM1", "HPRT1", "ERCC4", "POLR2F", "RAD51", "GSDME", "POLD1", "NPR2", "POLA1", "RFC5", "PCNA", "DUT", "IMPDH2", "CETN2", "TYMS", "UPF3B", "RPA3", "TP53", "SAC3D1", "LIG1", "NUDT21", "ZWINT", "CSTF3", "NME3", "ERCC1", "SF3A3", "GTF2H5", "RAD52", "RPA2", "POLE4", "REV3L", "POLH", "POLR3GL", "GTF2H3", "ERCC8", "SSRP1", "TAF12", "XPC", "SRSF6", "SMAD5", "POLA2", "POLR1C", "RFC3", "POLD3", "DDB2", "GMPR2", "RFC4", "RRM2B", "FEN1", "NT5C")	c("PDE6G", "BOLA2", "PDE4B", "ZWINT", "NPR2", "CETN2", "PNP", "HPRT1", "BCAM", "TYMS", "NME1", "RAD52", "RFC3", "POLD3", "GSDME", "ERCC8", "GTF2H5", "FEN1", "POLE4", "BRF2", "POLR1C", "NME4", "CSTF3", "TAF12", "CANT1", "MPC2", "GTF2H3", "ERCC4", "TAF13", "POLR2D", "TK2", "ALYREF", "APRT", "POLH", "REV3L", "NT5C3A", "PRIM1", "ERCC1", "SSRP1", "POLB", "RAD51", "NUDT21", "AK3", "SRSF6", "CDA", "SEC61A1", "ARL6IP1", "IMPDH2", "POLA1", "SF3A3", "TAF9", "RPA3", "DAD1", "GTF2B", "POLR2A", "TMED2", "DDB1", 
"SURF1", "MPG", "EIF1B", "ADRM1", "ELOA", "STX3", "POLR2G", "GTF2F1", "RAE1", "RFC5", "SNAPC5", "HCLS1", "SDCBP", "NUDT9", "DCTN4", "ADA", "POLR2C", "MRPL40")	c("BCAM", "TYMS", "GSDME", "PRIM1", "NME4", "SAC3D1", "PDE4B", "RAD51", "ZWINT", "ADA", "NME1", "RFC3", "ERCC8", "PDE6G", "RAD52", "HPRT1", "POLR3GL", "IMPDH2", "ERCC2", "CSTF3", "DGUOK", "APRT", "RFC5", "VPS37D", "EIF1B", "PNP", "TAF12", "POLR2G", "DUT", "ITPA", "POLR1C", "POLH", "PCNA", "TP53", "GTF2H5", "NME3", "FEN1", "POLR2D", "POLR1D", "NUDT21", "DDB2", "NT5C", "SF3A3", "ERCC1", "HCLS1", "SMAD5", "POLR2J", "RFC4", "RFC2", "AAAS", "AK1", "SSRP1", "GTF2H3", "ERCC4", "EDF1", "TARBP2", "TAF1C", 
"GPX4", "LIG1", "TAF9", "TAF6", "POLR2H", "GUK1", "POLR2C", "MRPL40", "GTF2H1")	c("PDE4B", "CCNO", "POLE4", "NPR2", "POLR2I", "ERCC1", "ADA", "PDE6G", "VPS37D", "CMPK2", "TAF9", "POLR3GL", "ZWINT", "CETN2", "TP53", "CDA", "LIG1", "POLD3", "SSRP1", "REV3L", "PNP", "POLA2", "AAAS", "RPA3", "POLH", "GMPR2", "NUDT9", "POLD1", "SRSF6", "ALYREF", "NT5C3A", "NME4", "POLA1", "NME3", "GTF2F1", "MRPL40", "POLR1C", "SUPT5H", "CANT1", "HPRT1", "DUT", "TAF6", "GTF2A2", "POLR2D", "EDF1", "SNAPC4", "RAD51", "DAD1", "ARL6IP1", "VPS28", "RFC2", "GTF2H5", "SUPT4H1", "DGUOK", "POLR2K", "RFC3")	c("CDA", "PDE6G", "PDE4B", "TYMS", "GSDME", "ZWINT", "RAD51", "PNP", "RFC3", "SAC3D1", "PCNA", "ADA", "NUDT9", "RALA", "NME1", "RAD52", "POLR2G", "TAF13", "FEN1", "RFC5", "POLD1", "ZNF707", "ARL6IP1", "RFC2", "TP53", "POLB", "DUT", "TAF12", "HPRT1", "GTF2A2", "SEC61A1", "SF3A3", "ELL", "STX3", "POLA1", "ALYREF", "RAE1", "DCTN4", "UMPS", "POLR2D", "DGCR8", "POLR2A", "POLH", "APRT", "ELOA", "SDCBP", "RFC4")	c("POLR2F", "GSDME", "CDA", "RAD51", "ZWINT", "DDB2", "TYMS", "BCAM", "POLD4", "RFC3", "ADA", "APRT", "RBX1", "POLA2", "DUT", "PCNA", "ELL", "TP53", "CMPK2", "NME3", "ITPA", "RALA", "POLR2G", "SUPT4H1", "RFC2", "IMPDH2", "ERCC8", "PNP", "POLR2K", "VPS37B", "PRIM1", "ADRM1", "FEN1", "NELFB", "NELFCD", "NME4", "SAC3D1", "POLA1", "CLP1", "POLR1D", "RFC5", "EDF1", "BCAP31", "ARL6IP1", "GTF3C5", "HPRT1", "TSG101", "GUK1", "SURF1", "POM121", "POLD1", "NUDT21", "VPS28", "AK3", "ADCY6")	c("CETN2", "HCLS1", "AK1", "PDE4B", "RPA3", "NPR2", "GTF2H5", "CDA", "MPC2", "NUDT9", "POLR2I", "GPX4", "CCNO", "POLR3GL", "TK2", "MRPL40", "POLD3", "ERCC1", "DAD1", "SNAPC5", "COX17", "RPA2", "GMPR2", "XPC", "USP11", "REV3L", "RRM2B", "DGUOK", "SURF1", "POLR1C", "NFX1", "ITPA", "CMPK2", "TP53", "TAF9", "POLA1", "DDB1", "TAF6", "CSTF3", "HPRT1", "SRSF6", "ERCC2", "POLR2J", "SUPT4H1", "NELFE", "TSG101", "CANT1", "SUPT5H", "POLR3C", "SDCBP", "GTF2H3", "GTF2A2", "NME3", "POLR2K")	c("TYMS", "VPS37D", "CMPK2", "BCAM", "ZWINT", "RAD51", "CDA", "PNP", "POLA2", "FEN1", "RFC5", "RFC3", "POLB", "GSDME", "GTF2A2", "CLP1", "POLR2J", "ERCC3", "GTF3C5", "POLD1", "ALYREF", "NME1", "RALA", "AK3", "GTF2B", "RFC2", "VPS37B", "RAE1", "ADRM1", "SEC61A1", "SDCBP", "ARL6IP1", "POLE4", "POLR2G", "TAF13", "PCNA", "POLD4", "POM121", "ELL", "AGO4", "ELOA", "POLR3C", "PRIM1", "GTF2F1", "BRF2", "STX3", "TMED2", "EDF1", "TAF1C", "TSG101", "ZNF707", "NT5C3A", "SAC3D1", "BCAP31", "SUPT4H1", "MPG", "DDB2", 
"APRT", "DAD1", "COX17", "TAF9", "RNMT", "POLR1D", "VPS28", "SSRP1", "TAF12", "NELFCD", "POLR2A", "NELFE", "SUPT5H")	c("CDA", "PDE4B", "POLR2F", "TYMS", "RAD51", "PNP", "BCAM", "NME1", "ADA", "HPRT1", "ZWINT", "UMPS", "ALYREF", "IMPDH2", "RFC2", "GSDME", "PCNA", "POLA1", "DUT", "RFC5", "FEN1", "SAC3D1", "NT5C3A", "POLE4", "NT5C", "RFC3", "POLB", "TAF13", "ELL", "RALA", "UPF3B", "POLD4", "POLR1C", "GTF2H3", "POLD1", "ERCC8", "SSRP1", "APRT", "ITPA", "RAE1", "NELFE", "NUDT21", "GTF2F1", "RFC4", "PRIM1", "CLP1", "RBX1", "BRF2", "POLR1D", "POLH", "GTF2H5", "TP53", "GTF2B", "SMAD5", "SUPT4H1", "ERCC1", "ADRM1", "SF3A3", 
"EDF1", "GTF3C5", "POLR2I", "TMED2", "DCTN4", "POLR2C", "ARL6IP1", "TSG101", "NELFCD", "LIG1", "DGUOK", "SDCBP", "TAF12", "ELOA", "DAD1", "POLR2G", "POLR2D")	c("PDE4B", "CDA", "PDE6G", "GSDME", "SEC61A1", "RAD51", "STX3", "PNP", "NME1", "POM121", "POLB", "VPS37B", "SDCBP", "BRF2", "RALA", "ALYREF", "ELL", "TMED2", "ADRM1", "UPF3B", "CANT1", "TAF13", "TAF12", "NME4", "BCAM", "FEN1", "VPS37D", "RFC4", "SRSF6", "ELOA", "CMPK2", "BCAP31", "HPRT1", "IMPDH2", "RFC5", "DGCR8", "RFC3", "RFC2", "ADA", "ZWINT", "EDF1", "AGO4", "POLE4", "AK3", "RNMT", "TK2", "ERCC8", "SUPT5H")	c("PDE4B", "TYMS", "RAD51", "POLR2F", "ZWINT", "PDE6G", "PRIM1", "RFC3", "FEN1", "SAC3D1", "POLE4", "CDA", "PCNA", "NME4", "LIG1", "NME1", "ALYREF", "PNP", "DUT", "IMPDH2", "POLH", "POLD3", "ADA", "RFC5", "NT5C", "RFC2", "TP53", "TK2", "POLD1", "TAF13", "ERCC8", "SEC61A1", "DGCR8", "POLA1", "POM121", "EDF1", "GMPR2", "POLB", "ERCC4", "REV3L", "CETN2", "RAE1", "AK3", "NT5C3A", "TMED2", "ERCC1", "USP11", "POLR2E", "RFC4", "APRT", "TAF10", "ITPA", "RPA3", "MPG", "POLA2", "ADRM1", "DDB1", "POLR2A", "XPC", 
